SampleID	Queries	Aligned
../04-analysis/malt/RefSeqCustom/CMC012.B0201.SG1.1_S0_L001_R1_001.fastq.combined.fq.prefixed.extractunmapped.bam.rma6	2896917	2224395
../04-analysis/malt/RefSeqCustom/CMC013.A0201.SG1.1_S0_L001_R1_001.fastq.combined.fq.prefixed.extractunmapped.bam.rma6	4245818	3158115
../04-analysis/malt/RefSeqCustom/CMC013.B0101.SG1.1_S0_L001_R1_001.fastq.combined.fq.prefixed.extractunmapped.bam.rma6	3570368	2962305
../04-analysis/malt/RefSeqCustom/CMC014.A0101.SG1.1_S0_L001_R1_001.fastq.combined.fq.prefixed.extractunmapped.bam.rma6	3046677	2404886
../04-analysis/malt/RefSeqCustom/CMC015.A0201.SG1.1_S0_L001_R1_001.fastq.combined.fq.prefixed.extractunmapped.bam.rma6	3183848	2280860
../04-analysis/malt/RefSeqCustom/CMC015.B0201.SG1.1_S0_L001_R1_001.fastq.combined.fq.prefixed.extractunmapped.bam.rma6	3890233	2900993
../04-analysis/malt/RefSeqCustom/CMC016.A0101.SG1.1_S0_L001_R1_001.fastq.combined.fq.prefixed.extractunmapped.bam.rma6	4119883	2921718
../04-analysis/malt/RefSeqCustom/CMC016.A0102.SG1.1_S0_L001_R1_001.fastq.combined.fq.prefixed.extractunmapped.bam.rma6	3981956	2989227
../04-analysis/malt/RefSeqCustom/CMC017.A0201.SG1.1_S0_L001_R1_001.fastq.combined.fq.prefixed.extractunmapped.bam.rma6	4409843	2801010
../04-analysis/malt/RefSeqCustom/CMC017.B0201.SG1.1_S0_L001_R1_001.fastq.combined.fq.prefixed.extractunmapped.bam.rma6	3649710	2539326
../04-analysis/malt/RefSeqCustom/CMC018.A0101.SG1.1_S0_L001_R1_001.fastq.combined.fq.prefixed.extractunmapped.bam.rma6	3901693	2761088
../04-analysis/malt/RefSeqCustom/CMC018.B0101.SG1.1_S0_L001_R1_001.fastq.combined.fq.prefixed.extractunmapped.bam.rma6	3747020	2213393
../04-analysis/malt/RefSeqCustom/CMC020.A0101.SG1.1_S0_L001_R1_001.fastq.combined.fq.prefixed.extractunmapped.bam.rma6	4088385	2725488
../04-analysis/malt/RefSeqCustom/CMC020.B0101.SG1.1_S0_L001_R1_001.fastq.combined.fq.prefixed.extractunmapped.bam.rma6	3755815	2823460
../04-analysis/malt/RefSeqCustom/CMC021.A0201.SG1.1_S0_L001_R1_001.fastq.combined.fq.prefixed.extractunmapped.bam.rma6	3677679	2580367
../04-analysis/malt/RefSeqCustom/CMC021.B0201.SG1.1_S0_L001_R1_001.fastq.combined.fq.prefixed.extractunmapped.bam.rma6	3941952	2928574
../04-analysis/malt/RefSeqCustom/CMC022.A0101.SG1.1_S0_L001_R1_001.fastq.combined.fq.prefixed.extractunmapped.bam.rma6	3900758	3007523
../04-analysis/malt/RefSeqCustom/CMC022.B0101.SG1.1_S0_L001_R1_001.fastq.combined.fq.prefixed.extractunmapped.bam.rma6	4230806	2603343
../04-analysis/malt/RefSeqCustom/CMC023.A0301.SG1.1_S0_L001_R1_001.fastq.combined.fq.prefixed.extractunmapped.bam.rma6	3896441	2520565
../04-analysis/malt/RefSeqCustom/CMC023.B0201.SG1.1_S0_L001_R1_001.fastq.combined.fq.prefixed.extractunmapped.bam.rma6	3768854	2956208
../04-analysis/malt/RefSeqCustom/CMC024.A0101.SG1.1_S0_L001_R1_001.fastq.combined.fq.prefixed.extractunmapped.bam.rma6	4269710	3239721
../04-analysis/malt/RefSeqCustom/CMC024.B0101.SG1.1_S0_L001_R1_001.fastq.combined.fq.prefixed.extractunmapped.bam.rma6	3259871	2203910
../04-analysis/malt/RefSeqCustom/CMC025.A0201.SG1.1_S0_L001_R1_001.fastq.combined.fq.prefixed.extractunmapped.bam.rma6	3809658	2373148
../04-analysis/malt/RefSeqCustom/CMC026.A0101.SG1.1_S0_L001_R1_001.fastq.combined.fq.prefixed.extractunmapped.bam.rma6	3996210	2637605
../04-analysis/malt/RefSeqCustom/CMC026.B0101.SG1.1_S0_L001_R1_001.fastq.combined.fq.prefixed.extractunmapped.bam.rma6	3892447	3103967
../04-analysis/malt/RefSeqCustom/CMC027.A0201.SG1.1_S0_L001_R1_001.fastq.combined.fq.prefixed.extractunmapped.bam.rma6	2400776	1317319
../04-analysis/malt/RefSeqCustom/CMC027.B0201.SG1.1_S0_L001_R1_001.fastq.combined.fq.prefixed.extractunmapped.bam.rma6	4024388	2915281
../04-analysis/malt/RefSeqCustom/CMC028.A0101.SG1.1_S0_L001_R1_001.fastq.combined.fq.prefixed.extractunmapped.bam.rma6	4250093	3145276
../04-analysis/malt/RefSeqCustom/CMC028.B0101.SG1.1_S0_L001_R1_001.fastq.combined.fq.prefixed.extractunmapped.bam.rma6	3854668	2801774
../04-analysis/malt/RefSeqCustom/CMC029.A0201.SG1.1_S0_L001_R1_001.fastq.combined.fq.prefixed.extractunmapped.bam.rma6	2263373	1525123
../04-analysis/malt/RefSeqCustom/CMC029.B0201.SG1.1_S0_L001_R1_001.fastq.combined.fq.prefixed.extractunmapped.bam.rma6	3772779	3014126
../04-analysis/malt/RefSeqCustom/CMC030.A0101.SG1.1_S0_L001_R1_001.fastq.combined.fq.prefixed.extractunmapped.bam.rma6	3324931	2552000
../04-analysis/malt/RefSeqCustom/CMC030.B0101.SG1.1_S0_L001_R1_001.fastq.combined.fq.prefixed.extractunmapped.bam.rma6	3928090	2779805
../04-analysis/malt/RefSeqCustom/CMC031.A0201.SG1.1_S0_L001_R1_001.fastq.combined.fq.prefixed.extractunmapped.bam.rma6	3191317	2590147
../04-analysis/malt/RefSeqCustom/CMC031.B0201.SG1.1_S0_L001_R1_001.fastq.combined.fq.prefixed.extractunmapped.bam.rma6	4223745	3633269
../04-analysis/malt/RefSeqCustom/CMC032.A0101.SG1.1_S0_L001_R1_001.fastq.combined.fq.prefixed.extractunmapped.bam.rma6	3234047	2682705
../04-analysis/malt/RefSeqCustom/CMC032.B0101.SG1.1_S0_L001_R1_001.fastq.combined.fq.prefixed.extractunmapped.bam.rma6	108	94
../04-analysis/malt/RefSeqCustom/CMC033.A0201.SG1.1_S0_L001_R1_001.fastq.combined.fq.prefixed.extractunmapped.bam.rma6	4465579	3540797
../04-analysis/malt/RefSeqCustom/CMC033.B0201.SG1.1_S0_L001_R1_001.fastq.combined.fq.prefixed.extractunmapped.bam.rma6	3870517	2845685
../04-analysis/malt/RefSeqCustom/CMC034.A0101.SG1.1_S0_L001_R1_001.fastq.combined.fq.prefixed.extractunmapped.bam.rma6	3638742	2666317
../04-analysis/malt/RefSeqCustom/CMC034.B0101.SG1.1_S0_L001_R1_001.fastq.combined.fq.prefixed.extractunmapped.bam.rma6	3543548	2787050
../04-analysis/malt/RefSeqCustom/CMC035.A0201.SG1.1_S0_L001_R1_001.fastq.combined.fq.prefixed.extractunmapped.bam.rma6	5036968	3863701
../04-analysis/malt/RefSeqCustom/CMC035.B0201.SG1.1_S0_L001_R1_001.fastq.combined.fq.prefixed.extractunmapped.bam.rma6	4173780	3179616
../04-analysis/malt/RefSeqCustom/CMC036.A0101.SG1.1_S0_L001_R1_001.fastq.combined.fq.prefixed.extractunmapped.bam.rma6	4431830	3252076
../04-analysis/malt/RefSeqCustom/CMC036.B0101.SG1.1_S0_L001_R1_001.fastq.combined.fq.prefixed.extractunmapped.bam.rma6	3913688	3263015
../04-analysis/malt/RefSeqCustom/CMC037.A0201.SG1.1_S0_L001_R1_001.fastq.combined.fq.prefixed.extractunmapped.bam.rma6	3613847	2614173
../04-analysis/malt/RefSeqCustom/CMC037.B0201.SG1.1_S0_L001_R1_001.fastq.combined.fq.prefixed.extractunmapped.bam.rma6	4093975	3653747
../04-analysis/malt/RefSeqCustom/CMC038.A0101.SG1.1_S0_L001_R1_001.fastq.combined.fq.prefixed.extractunmapped.bam.rma6	2433875	1518552
../04-analysis/malt/RefSeqCustom/CMC038.B0101.SG1.1_S0_L001_R1_001.fastq.combined.fq.prefixed.extractunmapped.bam.rma6	3063925	1742626
../04-analysis/malt/RefSeqCustom/CMC039.B0201.SG1.1_S0_L001_R1_001.fastq.combined.fq.prefixed.extractunmapped.bam.rma6	4891842	3895904
../04-analysis/malt/RefSeqCustom/CMC040.B0101.SG1.1_S0_L001_R1_001.fastq.combined.fq.prefixed.extractunmapped.bam.rma6	3871678	2853391
../04-analysis/malt/RefSeqCustom/CMC041.A0201.SG1.1_S0_L001_R1_001.fastq.combined.fq.prefixed.extractunmapped.bam.rma6	5579941	3822612
../04-analysis/malt/RefSeqCustom/CMC042.A0201.SG1.1_S0_L001_R1_001.fastq.combined.fq.prefixed.extractunmapped.bam.rma6	3265400	2765299
../04-analysis/malt/RefSeqCustom/CMC042.B0101.SG1.1_S0_L001_R1_001.fastq.combined.fq.prefixed.extractunmapped.bam.rma6	3824054	2812899
../04-analysis/malt/RefSeqCustom/CMC043.A0101.SG1.1_S0_L001_R1_001.fastq.combined.fq.prefixed.extractunmapped.bam.rma6	3739049	3221842
../04-analysis/malt/RefSeqCustom/CMC043.B0101.SG1.1_S0_L001_R1_001.fastq.combined.fq.prefixed.extractunmapped.bam.rma6	3248145	2791296
../04-analysis/malt/RefSeqCustom/CMC044.A0201.SG1.1_S0_L001_R1_001.fastq.combined.fq.prefixed.extractunmapped.bam.rma6	3353707	2620256
../04-analysis/malt/RefSeqCustom/CMC045.A0201.SG1.1_S0_L001_R1_001.fastq.combined.fq.prefixed.extractunmapped.bam.rma6	3686378	2615106
../04-analysis/malt/RefSeqCustom/CMC045.B0201.SG1.1_S0_L001_R1_001.fastq.combined.fq.prefixed.extractunmapped.bam.rma6	3696668	2698136
../04-analysis/malt/RefSeqCustom/CMC046.B0201.SG1.1_S0_L001_R1_001.fastq.combined.fq.prefixed.extractunmapped.bam.rma6	4049598	3219265
../04-analysis/malt/RefSeqCustom/CMC047.A0201.SG1.1_S0_L001_R1_001.fastq.combined.fq.prefixed.extractunmapped.bam.rma6	4888303	4394752
	1068290	777995
	576535	400715
	5611327	4856591
	768912	529077
	1736975	1515090
	825072	510940
	302069	179387
	152	104
	466964	323908
	1383197	1015957
	934007	818664
	757852	527696
	388965	301138
	271747	194879
	635450	309814
	107	60
	538972	393313
	659822	448190
