SampleID	Queries	Aligned
../04-analysis/malt/RefSeqCustom/CMC012.B0201.SG1.1_S0_L001_R1_001.fastq.combined.fq.prefixed.extractunmapped.bam.rma6	2896917	2224395
../04-analysis/malt/RefSeqCustom/CMC013.A0201.SG1.1_S0_L001_R1_001.fastq.combined.fq.prefixed.extractunmapped.bam.rma6	4245818	3158115
../04-analysis/malt/RefSeqCustom/CMC013.B0101.SG1.1_S0_L001_R1_001.fastq.combined.fq.prefixed.extractunmapped.bam.rma6	3570368	2962305
../04-analysis/malt/RefSeqCustom/CMC014.A0101.SG1.1_S0_L001_R1_001.fastq.combined.fq.prefixed.extractunmapped.bam.rma6	3046677	2404886
../04-analysis/malt/RefSeqCustom/CMC015.A0201.SG1.1_S0_L001_R1_001.fastq.combined.fq.prefixed.extractunmapped.bam.rma6	3183848	2280860
../04-analysis/malt/RefSeqCustom/CMC015.B0201.SG1.1_S0_L001_R1_001.fastq.combined.fq.prefixed.extractunmapped.bam.rma6	3890233	2900993
../04-analysis/malt/RefSeqCustom/CMC016.B0101.SG1.1_S0_L001_R1_001.fastq.combined.fq.prefixed.extractunmapped.bam.rma6	4119883	2921718
../04-analysis/malt/RefSeqCustom/CMC011.B0101.SG1.1_S0_L001_R1_001.fastq.combined.fq.prefixed.extractunmapped.bam.rma6	3981956	2989227
../04-analysis/malt/RefSeqCustom/CMC017.A0201.SG1.1_S0_L001_R1_001.fastq.combined.fq.prefixed.extractunmapped.bam.rma6	4409843	2801010
../04-analysis/malt/RefSeqCustom/CMC017.B0201.SG1.1_S0_L001_R1_001.fastq.combined.fq.prefixed.extractunmapped.bam.rma6	3649710	2539326
../04-analysis/malt/RefSeqCustom/CMC016.A0101.SG1.1_S0_L001_R1_001.fastq.combined.fq.prefixed.extractunmapped.bam.rma6	3901693	2761088
../04-analysis/malt/RefSeqCustom/CMC018.B0101.SG1.1_S0_L001_R1_001.fastq.combined.fq.prefixed.extractunmapped.bam.rma6	3747020	2213393
../04-analysis/malt/RefSeqCustom/CMC018.A0101.SG1.1_S0_L001_R1_001.fastq.combined.fq.prefixed.extractunmapped.bam.rma6	4088385	2725488
../04-analysis/malt/RefSeqCustom/CMC020.B0101.SG1.1_S0_L001_R1_001.fastq.combined.fq.prefixed.extractunmapped.bam.rma6	3755815	2823460
../04-analysis/malt/RefSeqCustom/CMC021.A0201.SG1.1_S0_L001_R1_001.fastq.combined.fq.prefixed.extractunmapped.bam.rma6	3677679	2580367
../04-analysis/malt/RefSeqCustom/CMC021.B0201.SG1.1_S0_L001_R1_001.fastq.combined.fq.prefixed.extractunmapped.bam.rma6	3941952	2928574
../04-analysis/malt/RefSeqCustom/CMC022.A0101.SG1.1_S0_L001_R1_001.fastq.combined.fq.prefixed.extractunmapped.bam.rma6	3900758	3007523
../04-analysis/malt/RefSeqCustom/CMC022.B0101.SG1.1_S0_L001_R1_001.fastq.combined.fq.prefixed.extractunmapped.bam.rma6	4230806	2603343
../04-analysis/malt/RefSeqCustom/CMC023.A0301.SG1.1_S0_L001_R1_001.fastq.combined.fq.prefixed.extractunmapped.bam.rma6	3896441	2520565
../04-analysis/malt/RefSeqCustom/CMC023.B0201.SG1.1_S0_L001_R1_001.fastq.combined.fq.prefixed.extractunmapped.bam.rma6	3768854	2956208
../04-analysis/malt/RefSeqCustom/CMC020.A0101.SG1.1_S0_L001_R1_001.fastq.combined.fq.prefixed.extractunmapped.bam.rma6	4269710	3239721
../04-analysis/malt/RefSeqCustom/CMC024.B0101.SG1.1_S0_L001_R1_001.fastq.combined.fq.prefixed.extractunmapped.bam.rma6	3259871	2203910
../04-analysis/malt/RefSeqCustom/CMC025.A0201.SG1.1_S0_L001_R1_001.fastq.combined.fq.prefixed.extractunmapped.bam.rma6	3809658	2373148
../04-analysis/malt/RefSeqCustom/CMC024.A0101.SG1.1_S0_L001_R1_001.fastq.combined.fq.prefixed.extractunmapped.bam.rma6	3996210	2637605
../04-analysis/malt/RefSeqCustom/CMC026.B0101.SG1.1_S0_L001_R1_001.fastq.combined.fq.prefixed.extractunmapped.bam.rma6	3892447	3103967
../04-analysis/malt/RefSeqCustom/CMC027.A0201.SG1.1_S0_L001_R1_001.fastq.combined.fq.prefixed.extractunmapped.bam.rma6	2400776	1317319
../04-analysis/malt/RefSeqCustom/CMC027.B0201.SG1.1_S0_L001_R1_001.fastq.combined.fq.prefixed.extractunmapped.bam.rma6	4024388	2915281
../04-analysis/malt/RefSeqCustom/CMC026.A0101.SG1.1_S0_L001_R1_001.fastq.combined.fq.prefixed.extractunmapped.bam.rma6	4250093	3145276
../04-analysis/malt/RefSeqCustom/CMC028.B0101.SG1.1_S0_L001_R1_001.fastq.combined.fq.prefixed.extractunmapped.bam.rma6	3854668	2801774
../04-analysis/malt/RefSeqCustom/CMC029.A0201.SG1.1_S0_L001_R1_001.fastq.combined.fq.prefixed.extractunmapped.bam.rma6	2263373	1525123
../04-analysis/malt/RefSeqCustom/CMC029.B0201.SG1.1_S0_L001_R1_001.fastq.combined.fq.prefixed.extractunmapped.bam.rma6	3772779	3014126
../04-analysis/malt/RefSeqCustom/CMC028.A0101.SG1.1_S0_L001_R1_001.fastq.combined.fq.prefixed.extractunmapped.bam.rma6	3324931	2552000
../04-analysis/malt/RefSeqCustom/CMC030.B0101.SG1.1_S0_L001_R1_001.fastq.combined.fq.prefixed.extractunmapped.bam.rma6	3928090	2779805
../04-analysis/malt/RefSeqCustom/CMC031.A0201.SG1.1_S0_L001_R1_001.fastq.combined.fq.prefixed.extractunmapped.bam.rma6	3191317	2590147
../04-analysis/malt/RefSeqCustom/CMC031.B0201.SG1.1_S0_L001_R1_001.fastq.combined.fq.prefixed.extractunmapped.bam.rma6	4223745	3633269
../04-analysis/malt/RefSeqCustom/CMC032.A0101.SG1.1_S0_L001_R1_001.fastq.combined.fq.prefixed.extractunmapped.bam.rma6	3234047	2682705
../04-analysis/malt/RefSeqCustom/CMC032.B0101.SG1.1_S0_L001_R1_001.fastq.combined.fq.prefixed.extractunmapped.bam.rma6	108	94
../04-analysis/malt/RefSeqCustom/CMC033.A0201.SG1.1_S0_L001_R1_001.fastq.combined.fq.prefixed.extractunmapped.bam.rma6	4465579	3540797
../04-analysis/malt/RefSeqCustom/CMC033.B0201.SG1.1_S0_L001_R1_001.fastq.combined.fq.prefixed.extractunmapped.bam.rma6	3870517	2845685
../04-analysis/malt/RefSeqCustom/CMC030.A0101.SG1.1_S0_L001_R1_001.fastq.combined.fq.prefixed.extractunmapped.bam.rma6	3638742	2666317
../04-analysis/malt/RefSeqCustom/CMC034.B0101.SG1.1_S0_L001_R1_001.fastq.combined.fq.prefixed.extractunmapped.bam.rma6	3543548	2787050
../04-analysis/malt/RefSeqCustom/CMC035.A0201.SG1.1_S0_L001_R1_001.fastq.combined.fq.prefixed.extractunmapped.bam.rma6	5036968	3863701
../04-analysis/malt/RefSeqCustom/CMC035.B0201.SG1.1_S0_L001_R1_001.fastq.combined.fq.prefixed.extractunmapped.bam.rma6	4173780	3179616
../04-analysis/malt/RefSeqCustom/CMC034.A0101.SG1.1_S0_L001_R1_001.fastq.combined.fq.prefixed.extractunmapped.bam.rma6	4431830	3252076
../04-analysis/malt/RefSeqCustom/CMC036.B0101.SG1.1_S0_L001_R1_001.fastq.combined.fq.prefixed.extractunmapped.bam.rma6	3913688	3263015
../04-analysis/malt/RefSeqCustom/CMC037.A0201.SG1.1_S0_L001_R1_001.fastq.combined.fq.prefixed.extractunmapped.bam.rma6	3613847	2614173
../04-analysis/malt/RefSeqCustom/CMC037.B0201.SG1.1_S0_L001_R1_001.fastq.combined.fq.prefixed.extractunmapped.bam.rma6	4093975	3653747
../04-analysis/malt/RefSeqCustom/CMC038.A0101.SG1.1_S0_L001_R1_001.fastq.combined.fq.prefixed.extractunmapped.bam.rma6	2433875	1518552
../04-analysis/malt/RefSeqCustom/CMC038.B0101.SG1.1_S0_L001_R1_001.fastq.combined.fq.prefixed.extractunmapped.bam.rma6	3063925	1742626
../04-analysis/malt/RefSeqCustom/CMC039.B0201.SG1.1_S0_L001_R1_001.fastq.combined.fq.prefixed.extractunmapped.bam.rma6	4891842	3895904
../04-analysis/malt/RefSeqCustom/CMC040.B0101.SG1.1_S0_L001_R1_001.fastq.combined.fq.prefixed.extractunmapped.bam.rma6	3871678	2853391
../04-analysis/malt/RefSeqCustom/CMC041.A0201.SG1.1_S0_L001_R1_001.fastq.combined.fq.prefixed.extractunmapped.bam.rma6	5579941	3822612
../04-analysis/malt/RefSeqCustom/CMC042.A0201.SG1.1_S0_L001_R1_001.fastq.combined.fq.prefixed.extractunmapped.bam.rma6	3265400	2765299
../04-analysis/malt/RefSeqCustom/CMC036.A0101.SG1.1_S0_L001_R1_001.fastq.combined.fq.prefixed.extractunmapped.bam.rma6	3824054	2812899
../04-analysis/malt/RefSeqCustom/CMC043.A0101.SG1.1_S0_L001_R1_001.fastq.combined.fq.prefixed.extractunmapped.bam.rma6	3739049	3221842
../04-analysis/malt/RefSeqCustom/CMC043.B0101.SG1.1_S0_L001_R1_001.fastq.combined.fq.prefixed.extractunmapped.bam.rma6	3248145	2791296
../04-analysis/malt/RefSeqCustom/CMC044.A0201.SG1.1_S0_L001_R1_001.fastq.combined.fq.prefixed.extractunmapped.bam.rma6	3353707	2620256
../04-analysis/malt/RefSeqCustom/CMC045.A0201.SG1.1_S0_L001_R1_001.fastq.combined.fq.prefixed.extractunmapped.bam.rma6	3686378	2615106
../04-analysis/malt/RefSeqCustom/CMC045.B0201.SG1.1_S0_L001_R1_001.fastq.combined.fq.prefixed.extractunmapped.bam.rma6	3696668	2698136
../04-analysis/malt/RefSeqCustom/CMC046.B0201.SG1.1_S0_L001_R1_001.fastq.combined.fq.prefixed.extractunmapped.bam.rma6	4049598	3219265
../04-analysis/malt/RefSeqCustom/CMC047.A0201.SG1.1_S0_L001_R1_001.fastq.combined.fq.prefixed.extractunmapped.bam.rma6	4888303	4394752
../04-analysis/malt/RefSeqCustom/EXB059.A0901.SG1.1_S0_L001_R1_001.fastq.combined.fq.prefixed.extractunmapped.bam.rma6	1068290	777995
../04-analysis/malt/RefSeqCustom/EXB059.A1001.SG1.1_S0_L001_R1_001.fastq.combined.fq.prefixed.extractunmapped.bam.rma6	576535	400715
../04-analysis/malt/RefSeqCustom/EXB059.A1101.SG1.1_S0_L001_R1_001.fastq.combined.fq.prefixed.extractunmapped.bam.rma6	5611327	4856591
../04-analysis/malt/RefSeqCustom/EXB059.A1201.SG1.1_S0_L001_R1_001.fastq.combined.fq.prefixed.extractunmapped.bam.rma6	768912	529077
../04-analysis/malt/RefSeqCustom/EXB059.A1301.SG1.1_S0_L001_R1_001.fastq.combined.fq.prefixed.extractunmapped.bam.rma6	1736975	1515090
../04-analysis/malt/RefSeqCustom/EXB059.A1401.SG1.1_S0_L001_R1_001.fastq.combined.fq.prefixed.extractunmapped.bam.rma6	825072	510940
../04-analysis/malt/RefSeqCustom/EXB059.A1501.SG1.1_S0_L001_R1_001.fastq.combined.fq.prefixed.extractunmapped.bam.rma6	302069	179387
../04-analysis/malt/RefSeqCustom/EXB059.A1601.SG1.1_S0_L001_R1_001.fastq.combined.fq.prefixed.extractunmapped.bam.rma6	152	104
../04-analysis/malt/RefSeqCustom/EXB059.A1701.SG1.1_S0_L001_R1_001.fastq.combined.fq.prefixed.extractunmapped.bam.rma6	466964	323908
../04-analysis/malt/RefSeqCustom/EXB059.A1801.SG1.1_S0_L001_R1_001.fastq.combined.fq.prefixed.extractunmapped.bam.rma6	1383197	1015957
../04-analysis/malt/RefSeqCustom/EXB059.A1901.SG1.1_S0_L001_R1_001.fastq.combined.fq.prefixed.extractunmapped.bam.rma6	934007	818664
../04-analysis/malt/RefSeqCustom/EXB059.A2001.SG1.1_S0_L001_R1_001.fastq.combined.fq.prefixed.extractunmapped.bam.rma6	757852	527696
../04-analysis/malt/RefSeqCustom/LIB050.A0101.SG1.1_S0_L001_R1_001.fastq.combined.fq.prefixed.extractunmapped.bam.rma6	388965	301138
../04-analysis/malt/RefSeqCustom/LIB050.A0102.SG1.1_S0_L001_R1_001.fastq.combined.fq.prefixed.extractunmapped.bam.rma6	271747	194879
../04-analysis/malt/RefSeqCustom/LIB050.A0103.SG1.1_S0_L001_R1_001.fastq.combined.fq.prefixed.extractunmapped.bam.rma6	635450	309814
../04-analysis/malt/RefSeqCustom/LIB050.A0105.SG1.1_S0_L001_R1_001.fastq.combined.fq.prefixed.extractunmapped.bam.rma6	107	60
../04-analysis/malt/RefSeqCustom/LIB050.A0106.SG1.1_S0_L001_R1_001.fastq.combined.fq.prefixed.extractunmapped.bam.rma6	538972	393313
../04-analysis/malt/RefSeqCustom/LIB050.A0107.SG1.1_S0_L001_R1_001.fastq.combined.fq.prefixed.extractunmapped.bam.rma6	659822	448190
../04-analysis/malt/RefSeqCustom/SRR061192_S0_L001_R1_000.10M.fastq.combined.fq.prefixed.extractunmapped.bam.rma6	9159474	7570749
../04-analysis/malt/RefSeqCustom/SRR061192_S0_L001_R1_000.fastq.combined.fq.prefixed.extractunmapped.bam.rma6	21921358	18125780
../04-analysis/malt/RefSeqCustom/SRR061294_S0_L001_R1_000.10M.fastq.combined.fq.prefixed.extractunmapped.bam.rma6	3664990	2991573
../04-analysis/malt/RefSeqCustom/SRR061294_S0_L001_R1_000.fastq.combined.fq.prefixed.extractunmapped.bam.rma6	10378304	8468065
../04-analysis/malt/RefSeqCustom/SRR061320_S0_L001_R1_000.10M.fastq.combined.fq.prefixed.extractunmapped.bam.rma6	9571698	7785269
../04-analysis/malt/RefSeqCustom/SRR061320_S0_L001_R1_000.fastq.combined.fq.prefixed.extractunmapped.bam.rma6	23532819	19136736
../04-analysis/malt/RefSeqCustom/SRR061365_S0_L001_R1_000.10M.fastq.combined.fq.prefixed.extractunmapped.bam.rma6	9679937	8174489
../04-analysis/malt/RefSeqCustom/SRR061365_S0_L001_R1_000.fastq.combined.fq.prefixed.extractunmapped.bam.rma6	26911316	22726366
../04-analysis/malt/RefSeqCustom/SRR061562_S0_L001_R1_000.10M.fastq.combined.fq.prefixed.extractunmapped.bam.rma6	11976542	10013455
../04-analysis/malt/RefSeqCustom/SRR061562_S0_L001_R1_000.fastq.combined.fq.prefixed.extractunmapped.bam.rma6	32963554	27566512
../04-analysis/malt/RefSeqCustom/SRR062083_S0_L001_R1_000.10M.fastq.combined.fq.prefixed.extractunmapped.bam.rma6	12996283	11102367
../04-analysis/malt/RefSeqCustom/SRR062083_S0_L001_R1_000.fastq.combined.fq.prefixed.extractunmapped.bam.rma6	33779445	28859382
../04-analysis/malt/RefSeqCustom/SRR062298_S0_L001_R1_000.10M.fastq.combined.fq.prefixed.extractunmapped.bam.rma6	4603450	3022280
../04-analysis/malt/RefSeqCustom/SRR062298_S0_L001_R1_000.fastq.combined.fq.prefixed.extractunmapped.bam.rma6	13972493	9176389
../04-analysis/malt/RefSeqCustom/SRR062299_S0_L001_R1_000.10M.fastq.combined.fq.prefixed.extractunmapped.bam.rma6	2263295	1726173
../04-analysis/malt/RefSeqCustom/SRR062299_S0_L001_R1_000.fastq.combined.fq.prefixed.extractunmapped.bam.rma6	6693156	5106901
../04-analysis/malt/RefSeqCustom/SRR063517_S0_L001_R1_000.10M.fastq.combined.fq.prefixed.extractunmapped.bam.rma6	9731798	8801954
../04-analysis/malt/RefSeqCustom/SRR063517_S0_L001_R1_000.fastq.combined.fq.prefixed.extractunmapped.bam.rma6	25968577	23486759
../04-analysis/malt/RefSeqCustom/SRR1804664_S0_L001_R1_000.10M.fastq.combined.fq.prefixed.extractunmapped.bam.rma6	11608697	10015805
../04-analysis/malt/RefSeqCustom/SRR1804664_S0_L001_R1_000.fastq.combined.fq.prefixed.extractunmapped.bam.rma6	27549629	23770741
../04-analysis/malt/RefSeqCustom/SRR1804823_S0_L001_R1_000.10M.fastq.combined.fq.prefixed.extractunmapped.bam.rma6	6893754	6057909
../04-analysis/malt/RefSeqCustom/SRR1804823_S0_L001_R1_000.fastq.combined.fq.prefixed.extractunmapped.bam.rma6	19305346	16967883
../04-analysis/malt/RefSeqCustom/SRR512767_S0_L001_R1_000.10M.fastq.combined.fq.prefixed.extractunmapped.bam.rma6	13286831	12246625
../04-analysis/malt/RefSeqCustom/SRR512767_S0_L001_R1_000.fastq.combined.fq.prefixed.extractunmapped.bam.rma6	66568439	61349910
../04-analysis/malt/RefSeqCustom/SRR513165_S0_L001_R1_000.10M.fastq.combined.fq.prefixed.extractunmapped.bam.rma6	3351936	2565686
../04-analysis/malt/RefSeqCustom/SRR513165_S0_L001_R1_000.fastq.combined.fq.prefixed.extractunmapped.bam.rma6	14349537	10985380
../04-analysis/malt/RefSeqCustom/SRR513768_S0_L001_R1_000.10M.fastq.combined.fq.prefixed.extractunmapped.bam.rma6	3333541	2584408
../04-analysis/malt/RefSeqCustom/SRR513768_S0_L001_R1_000.fastq.combined.fq.prefixed.extractunmapped.bam.rma6	27863732	21596536
../04-analysis/malt/RefSeqCustom/SRR513775_S0_L001_R1_000.10M.fastq.combined.fq.prefixed.extractunmapped.bam.rma6	4989005	4182431
../04-analysis/malt/RefSeqCustom/SRR513775_S0_L001_R1_000.fastq.combined.fq.prefixed.extractunmapped.bam.rma6	24143332	20238129
../04-analysis/malt/RefSeqCustom/SRR513828_S0_L001_R1_000.10M.fastq.combined.fq.prefixed.extractunmapped.bam.rma6	9513452	8049207
../04-analysis/malt/RefSeqCustom/SRR513828_S0_L001_R1_000.fastq.combined.fq.prefixed.extractunmapped.bam.rma6	46404039	39247936
../04-analysis/malt/RefSeqCustom/SRR514202_S0_L001_R1_000.10M.fastq.combined.fq.prefixed.extractunmapped.bam.rma6	1093663	1013750
../04-analysis/malt/RefSeqCustom/SRR514202_S0_L001_R1_000.fastq.combined.fq.prefixed.extractunmapped.bam.rma6	11751119	10893300
../04-analysis/malt/RefSeqCustom/SRR514239_S0_L001_R1_000.10M.fastq.combined.fq.prefixed.extractunmapped.bam.rma6	1980843	1564473
../04-analysis/malt/RefSeqCustom/SRR514239_S0_L001_R1_000.fastq.combined.fq.prefixed.extractunmapped.bam.rma6	16641906	13144841
../04-analysis/malt/RefSeqCustom/SRR514306_S0_L001_R1_000.10M.fastq.combined.fq.prefixed.extractunmapped.bam.rma6	7132047	5914743
../04-analysis/malt/RefSeqCustom/SRR514306_S0_L001_R1_000.fastq.combined.fq.prefixed.extractunmapped.bam.rma6	37924739	31450314
../04-analysis/malt/RefSeqCustom/SRR514329_S0_L001_R1_000.10M.fastq.combined.fq.prefixed.extractunmapped.bam.rma6	3399307	2820717
../04-analysis/malt/RefSeqCustom/SRR514329_S0_L001_R1_000.fastq.combined.fq.prefixed.extractunmapped.bam.rma6	28153779	23353974
../04-analysis/malt/RefSeqCustom/JAE006.A0101_S0_L001_R1_001.fastq.combined.fq.prefixed.extractunmapped.bam.10M.rma6	10000000	8647832
../04-analysis/malt/RefSeqCustom/JAE006.A0101_S0_L001_R1_001.fastq.combined.fq.prefixed.extractunmapped.bam.rma6	87902455	76004991
../04-analysis/malt/RefSeqCustom/JAE007.A0101_S0_L001_R1_001.fastq.combined.fq.prefixed.extractunmapped.bam.10M.rma6	10000000	8854429
../04-analysis/malt/RefSeqCustom/JAE007.A0101_S0_L001_R1_001.fastq.combined.fq.prefixed.extractunmapped.bam.rma6	66431077	58820142
../04-analysis/malt/RefSeqCustom/JAE008.A0101_S0_L001_R1_001.fastq.combined.fq.prefixed.extractunmapped.bam.10M.rma6	10000000	7433109
../04-analysis/malt/RefSeqCustom/JAE008.A0101_S0_L001_R1_001.fastq.combined.fq.prefixed.extractunmapped.bam.rma6	65320848	48561316
../04-analysis/malt/RefSeqCustom/JAE009.A0101_S0_L001_R1_001.fastq.combined.fq.prefixed.extractunmapped.bam.10M.rma6	10000000	7465466
../04-analysis/malt/RefSeqCustom/JAE009.A0101_S0_L001_R1_001.fastq.combined.fq.prefixed.extractunmapped.bam.rma6	66075673	49345991
../04-analysis/malt/RefSeqCustom/JAE010.A0101_S0_L001_R1_001.fastq.combined.fq.prefixed.extractunmapped.bam.10M.rma6	10000000	8437571
../04-analysis/malt/RefSeqCustom/JAE010.A0101_S0_L001_R1_001.fastq.combined.fq.prefixed.extractunmapped.bam.rma6	60038466	50660091
../04-analysis/malt/RefSeqCustom/JAE012.A0101_S0_L001_R1_001.fastq.combined.fq.prefixed.extractunmapped.bam.10M.rma6	10000000	8184230
../04-analysis/malt/RefSeqCustom/JAE012.A0101_S0_L001_R1_001.fastq.combined.fq.prefixed.extractunmapped.bam.rma6	62769361	51371447
../04-analysis/malt/RefSeqCustom/JAE013.A0101_S0_L001_R1_001.fastq.combined.fq.prefixed.extractunmapped.bam.10M.rma6	10000000	8683818
../04-analysis/malt/RefSeqCustom/JAE013.A0101_S0_L001_R1_001.fastq.combined.fq.prefixed.extractunmapped.bam.rma6	38960559	33828417
../04-analysis/malt/RefSeqCustom/JAE014.A0101_S0_L001_R1_001.fastq.combined.fq.prefixed.extractunmapped.bam.10M.rma6	10000000	6263885
../04-analysis/malt/RefSeqCustom/JAE014.A0101_S0_L001_R1_001.fastq.combined.fq.prefixed.extractunmapped.bam.rma6	68631524	42994648
../04-analysis/malt/RefSeqCustom/JAE015.A0101_S0_L001_R1_001.fastq.combined.fq.prefixed.extractunmapped.bam.10M.rma6	10000000	6664922
../04-analysis/malt/RefSeqCustom/JAE015.A0101_S0_L001_R1_001.fastq.combined.fq.prefixed.extractunmapped.bam.rma6	57521347	38346509
../04-analysis/malt/RefSeqCustom/JAE016.A0101_S0_L001_R1_001.fastq.combined.fq.prefixed.extractunmapped.bam.10M.rma6	10000000	6172030
../04-analysis/malt/RefSeqCustom/JAE016.A0101_S0_L001_R1_001.fastq.combined.fq.prefixed.extractunmapped.bam.rma6	94578744	58375892
../04-analysis/malt/RefSeqCustom/SRR1646030.fastq.truncated.rma6	1277654	754298
../04-analysis/malt/RefSeqCustom/SRR1646031.fastq.truncated.rma6	3936781	2486693
../04-analysis/malt/RefSeqCustom/SRR1646032.fastq.truncated.rma6	163723	99720
../04-analysis/malt/RefSeqCustom/SRR1646033.fastq.truncated.rma6	1191865	677431
../04-analysis/malt/RefSeqCustom/SRR1646038.fastq.truncated.rma6	1861231	1546094
../04-analysis/malt/RefSeqCustom/SRR1646039.fastq.truncated.rma6	1038055	814129
../04-analysis/malt/RefSeqCustom/SRR1646040.fastq.truncated.rma6	3215172	1964359
../04-analysis/malt/RefSeqCustom/SRR1646041.fastq.truncated.rma6	18049	11732
../04-analysis/malt/RefSeqCustom/SRR1646042.fastq.truncated.rma6	1369141	788567
../04-analysis/malt/RefSeqCustom/SRR1646043.fastq.truncated.rma6	850091	610364
../04-analysis/malt/RefSeqCustom/SRR1646044.fastq.truncated.rma6	810124	527456
../04-analysis/malt/RefSeqCustom/SRR1646045.fastq.truncated.rma6	147418	96232
../04-analysis/malt/RefSeqCustom/SRR1646046.fastq.truncated.rma6	1403244	990572
../04-analysis/malt/RefSeqCustom/SRR1646047.fastq.truncated.rma6	566322	413551
