featureid	Intercept	C(Tooth_site, Treatment('Posterior'))[T.Anterior]	C(Tooth_site, Treatment('Posterior'))[T.HMP]
Capnocytophaga sp. oral taxon 324	-0.018930601706537153	-0.35919050496287497	1.4331773220109296
Capnocytophaga sp. oral taxon 326	1.2846631530618344	-0.08746175091929587	1.3983670602100444
Capnocytophaga sp. oral taxon 329	1.5924204114770566	0.7669263370686039	1.2386541868107868
Capnocytophaga sp. oral taxon 332	1.6073525670861875	0.30457641560368387	0.4229763502734256
Capnocytophaga sp. oral taxon 336	-0.0991980310583438	-0.17575041573710593	1.5612236464875293
Capnocytophaga sp. oral taxon 338	0.012422633538213823	0.4867389388733372	2.151738082851703
Capnocytophaga sp. oral taxon 380	0.139953685173956	-0.46309928219981344	1.4232073629754138
Capnocytophaga sp. oral taxon 863	1.4066652778482114	0.8476486648783847	1.0465754325049472
Capnocytophaga sp. oral taxon 864	-0.07889621221068754	-0.6506296805686489	1.468647803507234
Capnocytophaga sp. oral taxon 878	0.749955487618414	0.9596593715601429	1.0155891234534336
Bacteroidetes oral taxon 274	3.26461298502442	0.23272134739689676	0.533377444233234
Candidatus Kryptonium thompsoni	-0.0032288309240664503	-0.5337284020728603	-3.1095305924755987
Fusobacterium hwasookii	0.9152101997232114	0.977450970595406	0.9400005097048831
Fusobacterium nucleatum	2.9393714491223966	-0.03162954371638449	1.8226949627059055
Fusobacterium periodonticum	1.379294824967352	-0.7782153300590053	0.6233123893397403
Fusobacterium sp. HMSC064B11	-0.6821779485845889	0.022144336288498323	1.241054480757053
Fusobacterium sp. HMSC064B12	-3.885794090857538	1.3501942344360813	4.24946532198363
Fusobacterium sp. oral taxon 203	-1.8637708898687686	0.8375870618388817	2.6338062042849613
Fusobacterium sp. oral taxon 370	-0.9444417234564151	-0.681057255680038	-1.484221363578504
Leptotrichia buccalis	3.266332519421545	-0.9803648404426113	-1.7294861321789678
Leptotrichia goodfellowii	0.1572538141107236	-0.25986091416544976	1.9375026280539585
Leptotrichia hofstadii	2.5208874169683133	-0.9253863505668178	-0.2081835513455319
Leptotrichia shahii	2.0249005380963956	-1.0687667540854946	-2.1458040719372686
Leptotrichia trevisanii	1.5169160488938962	-0.6036669425315395	-0.19216098836488005
Leptotrichia wadei	3.3811764839982663	-1.4534862450904384	-1.0508839135510382
Leptotrichia sp. oral taxon 212	2.3554336402511273	0.43077777702145426	0.5578987354891849
Leptotrichia sp. oral taxon 215	1.5040562275743161	-0.5272779874152675	0.15837666937285189
Leptotrichia sp. oral taxon 225	1.6534556273317014	-0.49156097691722067	-0.27098276666230436
Leptotrichia sp. oral taxon 498	2.8394711736535703	-1.5958276204413906	-3.240207338844007
Leptotrichia sp. oral taxon 847	1.21790511644837	-1.5613563470191494	-2.3083433156353887
Leptotrichia sp. oral taxon 879	1.6953776601648007	-0.5743866376227871	0.3119469637530399
Lautropia mirabilis	4.046149206528631	1.183427412097977	0.9813114161151004
Ottowia sp. oral taxon 894	5.098868918786017	-0.17019514363474997	-2.5090526585919317
Eikenella corrodens	2.683240366349188	0.5633501597099775	0.18420503088408235
Eikenella sp. HMSC061C02	-0.07489387952330961	1.064450744574593	0.15783462473326448
Kingella denitrificans	0.4616586688851987	2.0218557902031407	2.0403392667429996
Kingella oralis	2.2018908087110196	-1.381423991138412	2.184616183723743
Morococcus cerebrosus	0.7421549085473691	1.450856704299973	1.3793112839119983
Neisseria bacilliformis	1.9188102010583554	0.6061010994368061	0.43978640982084993
Neisseria elongata	1.9985162142610227	2.1518753357582554	2.3961143250125003
Neisseria gonorrhoeae	-1.054901289572748	1.1890686340980992	1.3550426716464115
Neisseria lactamica	-2.3371633764410342	1.7133156843834385	2.0819625610964847
Neisseria macacae	0.5657953742837583	0.3854154833012089	1.478480277444656
Neisseria meningitidis	-0.5943326231146182	1.1765999682598576	1.803365146602924
Neisseria mucosa	-0.3653597112799014	1.576607424800919	0.9346001500742984
Neisseria polysaccharea	-3.9778031583929385	2.4909966774635777	3.0319217199938846
Neisseria sicca	0.4270141843652402	1.4176795073204502	1.9152878875392032
Neisseria sp. GT4A_CT1	-0.46420948468688383	0.695244777982758	1.7000806684153629
Neisseria sp. HMSC03D10	-0.6268407579565372	1.9179623909645542	1.6947588081019473
Neisseria sp. HMSC055F11	-1.9793967481756534	1.67419441420369	1.9932502264636112
Neisseria sp. HMSC055H02	-0.5360488172674502	1.2574173696690067	1.8981449360507083
Neisseria sp. HMSC056A03	-0.6683501478338565	0.1900688000374302	0.45530209490233187
Neisseria sp. HMSC059F02	-1.9323763128424014	1.759610731189774	1.7097003812449527
Neisseria sp. HMSC061B04	-2.838775562872919	1.3946647234611973	0.7565262670176578
Neisseria sp. HMSC064D07	-3.1018242117071475	0.7877269611113533	1.6357988024609638
Neisseria sp. HMSC064E01	0.21727211512085542	0.5506571121864781	2.4247926230090213
Neisseria sp. HMSC064F04	0.7095661882257138	-0.4653532914466396	0.09909377046995882
Neisseria sp. HMSC065C04	-3.4953459974432315	1.7142330594711765	1.6798505837576938
Neisseria sp. HMSC065D04	0.338437629113165	0.572401691263245	1.6697568649905277
Neisseria sp. HMSC066H01	-3.084134983649286	0.7374374010019764	-0.3056770806652951
Neisseria sp. HMSC067H09	-4.09049217664245	2.567408997600602	2.9019946808474613
Neisseria sp. HMSC068C04	-2.0325826879644717	0.9462377615623936	0.9953758473055911
Neisseria sp. HMSC069H12	-0.6877800699377383	-0.07322118800349386	0.3084974045413089
Neisseria sp. HMSC070E12	-1.1416763540411319	1.0617220290356144	1.4469004868077588
Neisseria sp. HMSC072C05	-3.8219007726812686	0.4966798611336216	1.6394757384913516
Neisseria sp. HMSC072F04	-0.6300970789099063	1.0547879375868305	2.2842988724368167
Neisseria sp. HMSC073B07	-2.7345027204656924	2.3296365328484043	2.863950705017383
Neisseria sp. HMSC073G10	-3.315474438300165	1.047990772908257	1.5689683760064197
Neisseria sp. HMSC074B07	-0.6639394041204776	0.6695452519112095	1.8391386921065402
Neisseria sp. HMSC077D05	0.4610955242013608	0.2531718798332676	2.048908447708423
Neisseria sp. HMSC078C12	-2.834390568366083	0.5449551232510075	0.5292503590243411
Neisseria sp. HMSC15C08	-0.22692744695189848	0.7174577154570088	1.5494397188084674
Neisseria sp. HMSC31F04	-0.10554187261107817	1.9757902212791905	2.2455861920970035
Neisseria sp. HMSC70E02	0.37288267649170503	0.6673751511030659	2.3205798620837284
Neisseria sp. KEM232	-2.7255772825384463	2.164331633632706	0.04830071875029329
Neisseria sp. oral taxon 014	1.7757776502465878	-0.05450377982325705	1.094514226402576
Neisseria sp. oral taxon 020	-2.865260529150995	0.6619584299974903	0.7219645137446475
Propionivibrio dicarboxylicus	-4.841048645606073	1.2594066746883854	-4.138006353889173
Desulfobulbus oralis	1.635039818654028	2.1987810917549595	-9.92010846189088
Desulfomicrobium orale	0.8392831806039487	2.2316002436333164	-9.180866861854259
Campylobacter concisus	0.7088917020654355	-0.37731925767131	2.340284442390735
Campylobacter curvus	-0.2444488283300723	-0.2305651120490566	1.0631066615241123
Campylobacter gracilis	2.6331514690017377	-0.6907699517554775	0.9248949045794559
Campylobacter showae	2.9320429388379727	0.08142705637745706	0.2770182842867923
Campylobacter sp. 10_1_50	-2.952589439978632	-1.047019284183456	2.1559762115138126
Cardiobacterium hominis	2.3151710305308972	1.1322874911480412	2.411522125686939
Cardiobacterium valvarum	2.656572711834875	0.30506767708592264	-0.14030220559663054
Aggregatibacter actinomycetemcomitans	-2.9542392965460147	1.9839256592445835	2.3211325759547305
Aggregatibacter aphrophilus	1.2562801364755307	2.6019197292976846	2.0162632817881656
Aggregatibacter segnis	2.046580654749838	0.3918599672966465	0.09681603857451204
Aggregatibacter sp. oral taxon 458	1.0384511474466	-0.20917121689982565	1.539944676544006
Haemophilus haemolyticus	-2.6045006986761416	1.1139758713894352	3.729691361870105
Haemophilus influenzae	-3.520158218970331	1.4950856156998142	3.4341965670245242
Haemophilus parainfluenzae	2.191234213480917	-0.29129890721507223	3.01096138903075
Haemophilus sp. CCUG 60358	-1.981020378699335	0.1646227427177891	3.5204657072680545
Haemophilus sp. HMSC061E01	-1.6268891569280948	-1.4652002267188564	3.288723325218494
Haemophilus sp. HMSC068C11	-1.7943519827032413	-1.2062449864692226	3.545340632881458
Haemophilus sp. HMSC073C03	-3.5796684499883975	-1.7351973466224209	4.627182101692493
Haemophilus sp. HMSC61B11	-0.8341752763891543	-1.6634529046363369	3.1726196760790897
Haemophilus sp. HMSC71H05	-1.7845887418890323	-1.096678297931625	3.302177643265064
Pseudomonas nitroreducens	-3.124448227515253	0.328560549800919	-5.649941587958997
Vibrio agarivorans	-4.00015490018371	0.714041683857964	-4.886192465339368
Vibrio cyclitrophicus	-4.27276174985412	-5.711525719577743	4.510764216865833
Vibrio owensii	-3.117971825232538	0.258064407890366	-5.657451296363538
Treponema denticola	1.793522906670538	0.688130576198624	0.11954793878966097
Treponema lecithinolyticum	0.6118705991601621	-0.5237452201194301	1.3028662855284763
Treponema maltophilum	1.5659996990060483	0.7892168276362881	-0.5828246121746954
Treponema medium	0.017299723992315386	1.1236062236481175	2.0864124054568363
Treponema pedis	-5.060255455603632	1.1554906554871067	-3.9552842622143682
Treponema putidum	-0.7648412462377872	0.6775560565643772	-1.3402480130536016
Treponema socranskii	2.2093218538856183	0.5541781075649723	0.34102950045042757
Treponema vincentii	0.4918373350000058	0.008844334667251985	0.581203793968494
Treponema sp. OMZ 838	0.11494882143494234	1.0001146681957707	2.184385573353107
Actinobaculum sp. oral taxon 183	3.3270494464730893	-1.776356261188461	1.9911070222514224
Actinomyces bouchesdurhonensis	-1.5351299520635928	-0.16161875050730856	-7.05409970334596
Actinomyces dentalis	4.806798053154913	0.3428884931259617	-1.423758888755506
Actinomyces gerencseriae	3.0593659404611264	-0.6081757954902187	0.856331681694324
Actinomyces israelii	3.650606704125372	0.2705002613716587	-1.673636818443006
Actinomyces johnsonii	1.5654484156465207	0.19774355370335428	1.4702680882545662
Actinomyces massiliensis	3.422596109280554	-0.8100084475821987	1.6516246999161792
Actinomyces naeslundii	2.7669590238427793	0.18650754172139017	2.1761513108866763
Actinomyces oris	4.3365468505716	-0.9981867484397426	1.9480873996871066
Actinomyces radicidentis	0.36707217730042085	0.3011614270859235	-8.740733767066661
Actinomyces ruminicola	-0.06784598790648833	0.42150195318989603	-8.339928293739026
Actinomyces slackii	-0.9133538480902041	0.36909328777127115	-7.577859545264905
Actinomyces timonensis	0.09003026522156343	0.19630976397328226	0.42723665186339144
Actinomyces urogenitalis	-0.17403333150390043	0.3526623733692631	-8.245738649879163
Actinomyces viscosus	1.79696823395249	-1.3650374821967617	1.615623315657909
Actinomyces sp. HMSC035G02	0.0918408159112607	0.21815140921406595	-3.1589333062512335
Actinomyces sp. HMSC075C01	0.2077148679589902	-0.18936840813822897	2.3640395159380985
Actinomyces sp. HMSC08A09	1.9001981142854367	-1.5155513696021572	1.5498813445227695
Actinomyces sp. HPA0247	0.40143187082764253	-0.2463083676642901	-8.816186571632091
Actinomyces sp. oral taxon 170	1.7048882368898068	0.6359574981384739	2.868019914116199
Actinomyces sp. oral taxon 171	1.1004577401971494	0.5455055423431858	3.5961230749743534
Actinomyces sp. oral taxon 172	-0.4316910978460635	-0.2593286446876064	-8.053146029029554
Actinomyces sp. oral taxon 178	-0.3996619459295596	-1.222432177478744	-0.11868789247102018
Actinomyces sp. oral taxon 180	-1.2643095728063907	-0.08584753792948874	0.690479790653522
Actinomyces sp. oral taxon 414	4.418418598542181	-0.18916694443888726	-2.323506737266248
Actinomyces sp. oral taxon 448	2.3574723426198636	-2.0376367978400722	2.4858228916781497
Actinomyces sp. oral taxon 848	2.5914365176057492	-1.1773090771979824	0.18127939649992708
Actinomyces sp. oral taxon 849	0.2785311464166318	0.38798030096821634	1.5552365461843562
Actinomyces sp. oral taxon 877	1.1706048969125424	-1.232254069263412	-0.002536440406506024
Schaalia cardiffensis	1.295202446351019	0.9742356278353199	-9.594707155738536
Schaalia georgiae	-0.5971752878332461	-0.8485211543387905	2.586604809250171
Schaalia odontolytica	3.586145115265814	-0.07274965565867575	-1.3529306893689093
Bifidobacterium dentium	-0.26406114064696684	-0.293354790622665	-8.157592440162366
Corynebacterium argentoratense	-2.6155146833563174	0.6664141007118687	2.267132019485767
Corynebacterium diphtheriae	-5.004749226202997	1.312091667240189	2.5184406990664554
Corynebacterium durum	1.5707278374528562	1.4815818257980808	3.562643384422595
Corynebacterium matruchotii	5.577501130471197	-0.4690721444434658	1.4180350879686427
Mycobacterium leprae	-2.8949383970403995	0.33593227345280496	1.6380029673235965
Cellulomonas flavigena	-0.036170410742792036	-0.7296123914069668	-2.5550347810131964
Kytococcus sedentarius	0.16455800570007906	-0.26980451863474997	-0.08293881467408415
Rothia aeria	3.942806673417059	-0.21926931660838278	1.0869313532965732
Rothia dentocariosa	1.9570309642648374	-0.8613738231009975	2.291857099022205
Rothia sp. HMSC036D11	1.2356612209176694	-1.384719651157333	2.6743335480349613
Rothia sp. HMSC058E10	0.19430620707031832	-0.45939020436473044	2.086379086460407
Rothia sp. HMSC064D08	1.1578727487420712	-1.348748724872543	1.9477051252978397
Rothia sp. HMSC065D02	0.20533831156250582	-0.7230040244407192	2.2903244251864505
Rothia sp. HMSC065G12	-0.12436740361693754	-0.7535244635886684	2.2440897578852725
Rothia sp. HMSC067H10	0.4613406185006772	-0.49492089074320944	2.3913182968752933
Rothia sp. HMSC069C01	0.21071202791687593	-0.7414826564139858	2.5899383778231693
Rothia sp. HMSC071F11	0.38631327188965425	-1.1027774028129116	2.1386067027705264
Rothia sp. HMSC08A08	-0.17425172292235747	-0.7037433795279995	2.24175379225188
Xylanimonas cellulosilytica	0.5040832284783994	-0.17281977456278952	-2.4356593137127813
Sanguibacter keddieii	-0.13264052831176176	0.19610168415837137	-3.1105276589734014
Propionibacterium australiense	-0.6720880743170108	-2.194853823596908	-7.804020548377698
Propionibacterium sp. oral taxon 192	2.220534694561926	-1.5832946709937588	-5.131479883704847
Pseudopropionibacterium propionicum	5.07821424044129	-0.3178495578116909	-0.1721577887875485
Tessaracoccus flavescens	-3.4611357923651065	-0.14201865714259299	1.4747363485875082
Tessaracoccus flavus	-4.2285918470526065	0.423474986141251	2.286542033638294
Tessaracoccus sp. T2.5-30	-3.146087574591669	-0.2130151204413906	1.492257311801846
Streptomyces turgidiscabies	-2.798365997900995	0.16824491698078958	-1.060970688377088
Atopobium parvulum	-0.8242441888952579	-1.3751399926490322	1.016283994402225
Atopobium rimae	-3.4377664800787295	0.054212588851974886	2.759793495621021
Atopobium sp. oral taxon 810	-2.385194706549677	2.26205321032338	-6.259321356330579
Olsenella uli	0.48737127817627535	2.2369838543587193	-8.853855753455822
Olsenella sp. oral taxon 807	3.4915015224313413	0.6969048418455586	-1.4790178780896124
Cryptobacterium curtum	-1.3716763731146182	-1.4348490647620693	-7.172093058143323
Slackia exigua	0.3734856370782529	0.41299043971829263	-3.2526952271801886
Anaerolineaceae bacterium oral taxon 439	2.2753334764337216	1.7366165705376133	-5.802390242133802
Bacillus paralicheniformis	-3.8532370802069034	0.3818552680664524	3.066088771309192
Gemella morbillorum	1.661139500508276	0.011228162830398958	0.13099298426085237
Abiotrophia defectiva	1.4977369431352292	1.0147275813274845	0.7879456038134647
Abiotrophia sp. HMSC24B09	1.2902578834390317	1.5563487001114353	0.9637246186392856
Granulicatella adiacens	-0.35729496442321196	0.7369255461149677	0.5396778936045719
Granulicatella sp. 572.rep1_STHE	-0.47725765668395415	0.5327474065475926	0.7454036826747013
Granulicatella sp. HMSC30F09	-0.38390510045531645	0.5719491728001103	0.5409512872355533
Granulicatella sp. HMSC31F03	-0.5062457796240176	0.5102173276596531	0.439560031379993
Streptococcus anginosus	-0.49164454900267973	-0.004086177761031706	-0.5377244000775274
Streptococcus constellatus	-3.479541229834589	0.05008490759663431	-5.300324583564466
Streptococcus intermedius	-0.6618689771795596	0.20614524561695902	2.9109232182162357
Streptococcus cristatus	2.612894055614439	-0.7715131453818813	0.6815383190768314
Streptococcus gordonii	2.8207405630445157	-0.8405218533820644	0.06849834867888216
Streptococcus infantis	-1.1946462865972842	1.3585545011215672	1.5751066411393237
Streptococcus massiliensis	-2.9795474287176456	0.2783137746506199	-5.7755128388745245
Streptococcus mitis	0.63924939669129	0.02834733206562845	2.0252588147776676
Streptococcus mutans	3.03979928530213	-3.2426798753089443	0.5628440136569095
Streptococcus oralis	2.8650544706678067	0.1335696168594822	1.716343706335361
Streptococcus parasanguinis	-0.9529573198461856	-0.5830139331168667	1.4043993035810542
Streptococcus pneumoniae	-0.5687696214819278	0.0867694802933201	1.7062249983208728
Streptococcus pseudopneumoniae	0.07630617655274019	-0.1172644905395046	2.0739000792162967
Streptococcus salivarius	-0.34808986150267973	1.1554412134342655	1.4776009217383814
Streptococcus sanguinis	3.9619001869058286	1.197402227705048	1.1192662770407749
Streptococcus sp. 263_SSPC	-1.3422273870611514	0.9678916447215542	1.1379394883769107
Streptococcus sp. 2_1_36FAA	-0.07249848805907622	-0.29105274003214987	0.7965373153346134
Streptococcus sp. C300	-1.0762387987280215	0.21689202267460672	2.5777913088458133
Streptococcus sp. DD04	2.137383920321432	-0.6499822549170986	-2.9461385255200323
Streptococcus sp. F0441	-1.0108837362432803	0.2896818705254063	1.2545236701624942
Streptococcus sp. HMSC062B01	-0.2452084299230899	-0.9728695563621059	0.507998740162189
Streptococcus sp. HMSC062D07	-1.5066658731603946	1.1241939552479252	1.4744489890071106
Streptococcus sp. HMSC062H02	-1.799992489447626	-0.4960513524360195	3.240782355751331
Streptococcus sp. HMSC066F01	-1.2814809557104434	0.11382617432408182	2.3847830052035404
Streptococcus sp. HMSC072D05	-1.171891378989252	0.42153464633755533	3.16642317720824
Streptococcus sp. HMSC072D07	-3.8476404424810733	-1.432392876560165	4.237237309898669
Streptococcus sp. HMSC077F03	-1.524820255866083	-1.2492025307960049	2.2830404991763187
Streptococcus sp. HMSC10A01	-0.6539928194189395	-0.9759881905860439	0.3693766350405765
Streptococcus sp. M143	-1.9478883024359073	-0.5611479691810146	2.490585183586414
Streptococcus sp. NLAE-zl-C503	-0.9072524782324161	-0.2838873080558315	1.4806734415250373
Streptococcus sp. NPS 308	-0.6144167657995547	1.2135640569382176	1.2108312303679538
Streptococcus sp. oral taxon 058	-0.9982892748022403	-0.26423196118540915	1.381053102995689
Streptococcus sp. oral taxon 064	-1.379547285666498	-0.9212326220817104	2.322000717605884
Streptococcus sp. oral taxon 071	-0.8732773538732852	0.22517700869374124	1.0541664714472843
[Eubacterium] brachy	0.15552480257507906	0.19828714806370673	1.076731091226871
[Eubacterium] infirmum	0.009717536339727495	0.22117765623860208	-1.4860283379895147
[Eubacterium] minutum	1.0574557308053647	1.9375313111000523	-9.37891259244508
[Eubacterium] saphenum	-0.4066039796972598	2.3446018286400303	-8.04728760770387
[Eubacterium] sulci	-1.001908707251581	-1.3774662427253261	-7.534855509315198
Mogibacterium diversum	-0.21710650884154692	-0.3880995921439663	-0.5614985471112188
Mogibacterium pumilum	-1.412006067862543	1.2679055519752964	-2.056635046516126
Pseudoramibacter alactolyticus	-0.2754675623083438	2.678231556003617	-8.163530016456312
Catonella morbi	1.5083651069497739	-0.5897266082114712	0.07934150644713167
Johnsonella ignava	1.3434525255059873	-0.47317318242259176	-0.4852209334713873
Lachnoanaerobaculum saburreum	2.372515005240408	-1.4009330682105556	-0.5924197678906378
Lachnoanaerobaculum umeaense	-0.0536817785406436	-1.2505045346564785	-1.4197033887249884
Lachnoanaerobaculum sp. OBRC5-5	0.2965865854119931	-0.7847198657340542	0.8876610154765201
Oribacterium sinus	-1.6471804853582706	-2.8356504849738613	-0.001405740295116864
Oribacterium sp. oral taxon 078	1.6853791002130185	-0.7284155301398769	-0.8493680005413946
Shuttleworthia satelles	-2.6658848997259463	0.1254641004257664	-1.0598026757580694
Stomatobaculum longum	0.753815842041937	-0.9075764827079311	-0.7845200543744024
Lachnospiraceae bacterium oral taxon 082	-0.014129089942010786	-1.4543178490943447	-0.6791492944104132
Lachnospiraceae bacterium oral taxon 500	1.4248381379937802	0.3510069139652714	-0.16822865060395475
Filifactor alocis	-0.6893243070745791	1.7576319761925205	-0.4928151612622198
[Eubacterium] yurii	0.27494223154541597	0.17666198689274637	0.17621347853117708
Peptoanaerobacter stomatis	-0.8627993341589297	0.3861426003628239	1.1993261630194736
Peptostreptococcus anaerobius	-2.410754608740839	0.11695130545430032	-6.240020418677991
Peptostreptococcaceae bacterium oral taxon 113	-1.2965854879522647	2.1464947052650913	-7.244806910072034
Eggerthia catenaformis	-1.9495915647650088	1.669539529865311	-6.650979662452405
Solobacterium moorei	-0.22069280110839262	-0.7437218837089077	0.32151982733183626
Centipeda periodontii	1.1709422592019711	-0.6517932824439541	-0.051848555122082196
Mitsuokella sp. oral taxon 131	1.5846923712587033	-1.9200289658851162	-4.8822328095776495
Selenomonas artemidis	0.9771223787164365	-0.6973237208671108	1.096817647899921
Selenomonas felix	-0.9919957395696963	-1.2381306104011074	-0.64144101193971
Selenomonas flueggei	0.3046746972894345	-1.6406031064338222	-0.8895243649823126
Selenomonas infelix	0.6232636693811093	-0.042603116447402556	1.3014201427357746
Selenomonas noxia	2.83011831081864	-1.1567635945624843	0.3387090916293216
Selenomonas ruminantium	-2.6339916463995303	-0.6074588708228603	-6.042908335242933
Selenomonas sputigena	1.972477448353735	0.056850869243668	-0.039041662727062665
Selenomonas sp. F0473	-2.8988122221136416	1.9804533310585484	1.155567681278522
Selenomonas sp. oral taxon 126	0.7154010061120664	0.18656517941288797	0.4061137194293094
Selenomonas sp. oral taxon 136	-0.9621662374639834	-1.0238509587592617	-0.5603710656506475
Selenomonas sp. oral taxon 138	0.6705729488229428	-0.2860744408912197	-0.17654075673646208
Selenomonas sp. oral taxon 149	-1.1874658342504825	-1.2059612683600918	-0.6156608109814581
Selenomonas sp. oral taxon 478	-0.6394457098150577	-1.4596045426673427	-1.2201262956005987
Selenomonas sp. oral taxon 892	1.052277756104437	0.06948770958714334	-0.8674589639050421
Selenomonas sp. oral taxon 920	0.6131234887933408	-0.025231521541549284	0.048075532402331866
Anaeroglobus geminatus	0.9114890817498837	-0.0876380018538967	-0.6310488229138311
Dialister invisus	0.8851164106225644	0.7617339454942211	0.9020180458682132
Dialister pneumosintes	-1.6381658788824405	1.2817435749226078	1.4675493062021685
Megasphaera micronuciformis	-1.8194669958257998	-1.0332891158408657	1.3307023102896762
Veillonella sp. 3_1_44	-0.788351225485834	-1.394461911136581	2.626474117721851
Veillonella sp. 6_1_27	-0.6622170683050479	-1.4202495030707851	2.4541188830988956
Veillonella sp. HPA0037	-2.1606668707037295	-0.9249474219626919	-1.1504110341412481
Veillonella atypica	-0.2771894212866153	-1.0461535863227382	-0.284411931548779
Veillonella dispar	-2.3468269582891788	-1.1789436749763027	2.6849827522891117
Veillonella parvula	1.782632899651495	-0.9789449385947719	2.377086019005115
