Proteins	log fold change (Industrial plaque - CMC)	se	ci.lo.adj	ci.up.adj	p.val	q.val	diff.abn	structural.zero (Industrial plaque)	structural.zero (CMC)
ANAEROFRUCAT-PWY: homolactic fermentation	-0.125907173905727	0.0704284131000448	-0.372499448534864	0.12068510072341	0	0	TRUE	0	0
PWY-5973: cis-vaccenate biosynthesis	-0.120060261883297	0.0719159303204674	-0.37186080741885	0.131740283652256	0.004	0.00578378378378378	TRUE	0	0
PWY-5667: CDP-diacylglycerol biosynthesis I	-0.116901824991227	0.102037223434199	-0.47416659805573	0.240362948073277	0	0	TRUE	0	0
PWY0-1319: CDP-diacylglycerol biosynthesis II	-0.0950956175020927	0.0994586313908775	-0.443331919679427	0.253140684675242	0.001	0.00155072463768116	TRUE	0	0
PWY-7663: gondoate biosynthesis (anaerobic)	-0.0950818719176549	0.068078628102212	-0.333446801899939	0.143283058064629	0.011	0.0150897435897436	TRUE	0	0
PWY-7198: pyrimidine deoxyribonucleotides de novo biosynthesis IV	-0.0919041800386484	0.136065214754647	-0.568311773612968	0.384503413535672	0	0	TRUE	0	0
RIBOSYN2-PWY: flavin biosynthesis I (bacteria and plants)	-0.0702398578988319	0.0830162964278317	-0.360906315743708	0.220426599946045	0	0	TRUE	0	0
PWY-6168: flavin biosynthesis III (fungi)	-0.0674895502999595	0.0850614465775158	-0.365316729296572	0.230337628696653	0	0	TRUE	0	0
PWY-5484: glycolysis II (from fructose 6-phosphate)	-0.0461573266722004	0.0829263725890083	-0.336508932556301	0.244194279211901	0.006	0.00856	TRUE	0	0
GLYCOLYSIS: glycolysis I (from glucose 6-phosphate)	-0.0390023794921426	0.0789081975739374	-0.315285076633166	0.237280317648881	0.004	0.00578378378378378	TRUE	0	0
PWY-7282: 4-amino-2-methyl-5-diphosphomethylpyrimidine biosynthesis II	-0.0297009703142264	0.0652644742732446	-0.258212652675332	0.198810712046879	0	0	TRUE	0	0
PWY-6317: D-galactose degradation I (Leloir pathway)	-0.0110945445528463	0.0799348086307031	-0.290971733526132	0.268782644420439	0	0	TRUE	0	0
PWY66-422	-0.011017250577944	0.0805086309490485	-0.292903573996908	0.27086907284102	0	0	TRUE	0	0
PWY-5913: partial TCA cycle (obligate autotrophs)	-0.000423242017834724	0.0917637588327389	-0.321717347948361	0.320870863912691	0	0	TRUE	0	0
PWY-7115: C4 photosynthetic carbon assimilation cycle, NAD-ME type	0.0121308125164772	0.0815677350362394	-0.273463771168956	0.297725396201911	0	0	TRUE	0	0
PHOSLIPSYN-PWY: superpathway of phospholipid biosynthesis I (bacteria)	0.0358130059734441	0.0640911055984523	-0.188590339457159	0.260216351404047	0.001	0.00155072463768116	TRUE	0	0
PWY-6703: preQ0 biosynthesis	0.0764969520411549	0.0909239421941747	-0.241856688726813	0.394850592809123	0.002	0.00301408450704225	TRUE	0	0
PWY0-845: superpathway of pyridoxal 5'-phosphate biosynthesis and salvage	0.0782840185040001	0.0801956275832818	-0.202506380577987	0.359074417585987	0.001	0.00155072463768116	TRUE	0	0
P441-PWY: superpathway of N-acetylneuraminate degradation	0.104439200861727	0.108353980141007	-0.274942546532411	0.483820948255864	0.001	0.00155072463768116	TRUE	0	0
GLYCOLYSIS-E-D: superpathway of glycolysis and the Entner-Doudoroff pathway	0.130954453066996	0.0981706730965769	-0.212772297475718	0.474681203609711	0.026	0.0343456790123457	TRUE	0	0
GLCMANNANAUT-PWY: superpathway of N-acetylglucosamine, N-acetylmannosamine and N-acetylneuraminate degradation	0.140615284808658	0.0789776800926381	-0.135910692729853	0.417141262347168	0	0	TRUE	0	0
PYRIDOXSYN-PWY: pyridoxal 5'-phosphate biosynthesis I	0.142187458827387	0.0942240601622386	-0.187720944577832	0.472095862232607	0.04	0.0497674418604651	TRUE	0	0
PWY-5121: superpathway of geranylgeranyl diphosphate biosynthesis II (via MEP)	0.146106812232099	0.117504903808581	-0.265315229452629	0.557528853916827	0	0	TRUE	0	0
PWY-5723: Rubisco shunt	0.166690107223771	0.166414124300671	-0.415978671404327	0.74935888585187	0.018	0.024075	TRUE	0	0
REDCITCYC: TCA cycle VI (Helicobacter)	0.170661030473594	0.1771737394766	-0.449680583074095	0.791002644021282	0.001	0.00155072463768116	TRUE	0	0
FERMENTATION-PWY: mixed acid fermentation	0.177941043135059	0.0950187498536705	-0.154749821637793	0.510631907907911	0.008	0.0112631578947368	TRUE	0	0
HEMESYN2-PWY: heme b biosynthesis II (oxygen-independent)	0.185169526805083	0.0640290012203333	-0.0390163714448908	0.409355425055057	0.002	0.00301408450704225	TRUE	0	0
PWY-6859: all-trans-farnesol biosynthesis	0.239587607248398	0.135821614749608	-0.235967065229192	0.715142279725987	0	0	TRUE	0	0
PWY-5861: superpathway of demethylmenaquinol-8 biosynthesis I	0.26226010136851	0.378088800636015	-1.06154904407109	1.58606924680811	0.035	0.0451204819277109	TRUE	0	0
PWY-5838: superpathway of menaquinol-8 biosynthesis I	0.277780879927875	0.407172286734572	-1.14785880059705	1.7034205604528	0.01	0.0138961038961039	TRUE	0	0
PWY-5971: palmitate biosynthesis (type II fatty acid synthase)	0.279114948920284	0.136895877618878	-0.200201059541215	0.758430957381783	0.038	0.0484047619047619	TRUE	0	0
PWY4FS-8: phosphatidylglycerol biosynthesis II (non-plastidic)	0.28626878461906	0.0728303937610893	0.031266411724884	0.541271157513236	0	0	TRUE	0	0
PWY0-1261: anhydromuropeptides recycling I	0.28687605447899	0.0843208294351198	-0.00835798834240731	0.582110097300387	0	0	TRUE	0	0
UBISYN-PWY: superpathway of ubiquinol-8 biosynthesis (early decarboxylation)	0.295510328022148	0.286200867604745	-0.706569938123188	1.29759059416748	0	0	TRUE	0	0
PWY4FS-7: phosphatidylglycerol biosynthesis I (plastidic)	0.29984425994166	0.0722492740793575	0.0468765718833677	0.552811947999953	0	0	TRUE	0	0
PWY66-389: phytol degradation	0.308620807490719	0.237428277506975	-0.522691108178237	1.13993272315968	0	0	TRUE	0	0
PWY-5173	0.382816804083178	0.0831395110573807	0.091718932630772	0.673914675535584	0	0	TRUE	0	0
GLYOXYLATE-BYPASS: glyoxylate cycle	0.408421196559936	0.210473025282525	-0.32851180772013	1.14535420084	0	0	TRUE	0	0
PWY-7013: (S)-propane-1,2-diol degradation	0.420385700086662	0.159863476584806	-0.139347177398037	0.980118577571362	0.014	0.0189620253164557	TRUE	0	0
POLYISOPRENSYN-PWY: polyisoprenoid biosynthesis (E. coli)	0.45067640302495	0.0962156232009238	0.113794903987445	0.787557902062456	0	0	TRUE	0	0
PWY-5154: L-arginine biosynthesis III (via N-acetyl-L-citrulline)	0.474224895592683	0.299587907913646	-0.574727656538061	1.52317744772343	0	0	TRUE	0	0
NAD-BIOSYNTHESIS-II: NAD salvage pathway III (to nicotinamide riboside)	0.491178287395265	0.129011048984676	0.039469571820043	0.942887002970487	0	0	TRUE	0	0
P105-PWY: TCA cycle IV (2-oxoglutarate decarboxylase)	0.497194011309471	0.224278811865899	-0.288077442848808	1.28246546546775	0	0	TRUE	0	0
PWY-5855: ubiquinol-7 biosynthesis (early decarboxylation)	0.56229157245334	0.176983968201976	-0.0573855915034921	1.18196873641017	0	0	TRUE	0	0
PWY-5856: ubiquinol-9 biosynthesis (early decarboxylation)	0.56229157245334	0.176983968201976	-0.0573855915034921	1.18196873641017	0	0	TRUE	0	0
PWY-5857: ubiquinol-10 biosynthesis (early decarboxylation)	0.56229157245334	0.176983968201976	-0.0573855915034921	1.18196873641017	0	0	TRUE	0	0
PWY-6708: ubiquinol-8 biosynthesis (early decarboxylation)	0.56229157245334	0.176983968201976	-0.0573855915034921	1.18196873641017	0	0	TRUE	0	0
PWY-6803: phosphatidylcholine acyl editing	0.579551580269776	0.193669597264687	-0.0985472780442386	1.25765043858379	0	0	TRUE	0	0
PWY-5345: superpathway of L-methionine biosynthesis (by sulfhydrylation)	0.582219655898299	0.136846449181196	0.103076712118264	1.06136259967833	0	0	TRUE	0	0
TCA-GLYOX-BYPASS: superpathway of glyoxylate bypass and TCA	0.597756171327883	0.215551900410536	-0.15695959015551	1.35247193281128	0	0	TRUE	0	0
PWY-7391: isoprene biosynthesis II (engineered)	0.616607455854421	0.298264169757253	-0.427710267964424	1.66092517967327	0	0	TRUE	0	0
DENITRIFICATION-PWY: nitrate reduction I (denitrification)	0.651144936956514	0.145813096467633	0.140606909106948	1.16168296480608	0	0	TRUE	0	0
GLYCOLYSIS-TCA-GLYOX-BYPASS: superpathway of glycolysis, pyruvate dehydrogenase, TCA, and glyoxylate bypass	0.674193834352817	0.206624642782492	-0.0492647587832993	1.39765242748893	0	0	TRUE	0	0
NAGLIPASYN-PWY: lipid IVA biosynthesis (E. coli)	0.680994628534569	0.13417564666697	0.211203013828678	1.15078624324046	0	0	TRUE	0	0
PWY0-1479: tRNA processing	0.689921001063047	0.156323556268506	0.142582510507987	1.23725949161811	0	0	TRUE	0	0
PWY-6285: superpathway of fatty acids biosynthesis (E. coli)	0.733147527102966	0.173082669131068	0.127130052035289	1.33916500217064	0	0	TRUE	0	0
SULFATE-CYS-PWY: superpathway of sulfate assimilation and cysteine biosynthesis	0.760512681246881	0.154550098712538	0.219383629658779	1.30164173283498	0	0	TRUE	0	0
BIOTIN-BIOSYNTHESIS-PWY: biotin biosynthesis I	0.785257353837904	0.172770274172161	0.180333672881278	1.39018103479453	0	0	TRUE	0	0
P122-PWY: heterolactic fermentation	0.801378722841804	0.210434292786578	0.0645813333492524	1.53817611233435	0	0	TRUE	0	0
PWY-6519: 8-amino-7-oxononanoate biosynthesis I	0.827846127007978	0.18272266295668	0.188075967473427	1.46761628654253	0	0	TRUE	0	0
P125-PWY: superpathway of (R,R)-butanediol biosynthesis	0.893725347332999	0.184866439067397	0.246449145788295	1.5410015488777	0	0	TRUE	0	0
PWY1F-823: leucopelargonidin and leucocyanidin biosynthesis	0.901818962770132	0.281149488932331	-0.0825748200084076	1.88621274554867	0	0	TRUE	0	0
SO4ASSIM-PWY: assimilatory sulfate reduction I	0.946317340521802	0.182006571591859	0.309054444614541	1.58358023642906	0	0	TRUE	0	0
FUC-RHAMCAT-PWY: superpathway of fucose and rhamnose degradation	0.953641946908538	0.235824277713236	0.12794614468347	1.77933774913361	0	0	TRUE	0	0
PWY-622: starch biosynthesis	1.69506681696639	0.353810613483108	0.456263326636507	2.93387030729626	0	0	TRUE	0	0
PWY-7200: superpathway of pyrimidine deoxyribonucleoside salvage	-1.02934465773169	0.449208083705487	-2.60216503330056	0.54347571783718	0.041	0.0504252873563218	FALSE	0	0
PWY-6307: L-tryptophan degradation X (mammalian, via tryptamine)	-0.301752246731248	0.228899087238105	-1.10320075448616	0.499696261023666	0.203	0.228642105263158	FALSE	0	0
PWY-6313: serotonin degradation	-0.270301742987422	0.214664729164783	-1.02191123576695	0.481307749792102	0.159	0.182935483870968	FALSE	0	0
P124-PWY: Bifidobacterium shunt	-0.256954865646306	0.304701835792183	-1.3238129058088	0.809903174516186	0.681	0.707446601941748	FALSE	0	0
PWY-922: mevalonate pathway I (eukaryotes and bacteria)	-0.2174822092342	0.11920824133841	-0.634868177372093	0.199903758903692	0.068	0.0817528089887641	FALSE	0	0
UDPNACETYLGALSYN-PWY: UDP-N-acetyl-D-glucosamine biosynthesis II	-0.137283381212202	0.153688634394326	-0.675396172226069	0.400829409801665	0.099	0.116406593406593	FALSE	0	0
PWY-5695: inosine 5'-phosphate degradation	-0.0997725837921806	0.070632538010785	-0.347079564657512	0.147534397073151	0.165	0.18781914893617	FALSE	0	0
PWY-5989: stearate biosynthesis II (bacteria and plants)	-0.064063342177902	0.0794040458232358	-0.342082161748543	0.213955477392739	0.558	0.59706	FALSE	0	0
PWY-1269: CMP-3-deoxy-D-manno-octulosonate biosynthesis	-0.0470259814843423	0.101404482380702	-0.40207532687179	0.308023363903105	0.254	0.283104166666667	FALSE	0	0
P185-PWY: formaldehyde assimilation III (dihydroxyacetone cycle)	-0.00305515022406677	0.138531880267314	-0.488099324302534	0.4819890238544	0.647	0.67871568627451	FALSE	0	0
PWY-5920: superpathway of heme b biosynthesis from glycine	0.0180762271879571	0.142081758442114	-0.479397199449937	0.515549653825851	0.079	0.0939222222222222	FALSE	0	0
PWY-7388: octanoyl-[acyl-carrier protein] biosynthesis (mitochondria, yeast)	0.0276464000196599	0.0712298485171341	-0.221751954908172	0.277044754947492	0.861	0.869122641509434	FALSE	0	0
PWY0-862: (5Z)-dodecenoate biosynthesis I	0.0293984843428055	0.0763562798969922	-0.237949137351746	0.296746106037357	0.88	0.88	FALSE	0	0
FASYN-ELONG-PWY: fatty acid elongation -- saturated	0.035703753540024	0.0718297164790432	-0.215794929915645	0.287202436995693	0.781	0.79587619047619	FALSE	0	0
PWY-7664: oleate biosynthesis IV (anaerobic)	0.0367572487128047	0.0736687756275699	-0.221180565750523	0.294695063176133	0.78	0.79587619047619	FALSE	0	0
PWY-6282: palmitoleate biosynthesis I (from (5Z)-dodec-5-enoate)	0.0577835822951727	0.0762001137909691	-0.209017252192211	0.324584416782556	0.567	0.600683168316832	FALSE	0	0
PYRIDNUCSAL-PWY: NAD salvage pathway I (PNC VI cycle)	0.0990288822019441	0.0957358393267423	-0.236172740892641	0.434230505296529	0.391	0.426908163265306	FALSE	0	0
THISYNARA-PWY: superpathway of thiamine diphosphate biosynthesis III (eukaryotes)	0.101795024910086	0.105035902631059	-0.265969077778479	0.46955912759865	0.487	0.526353535353535	FALSE	0	0
PWY0-1586: peptidoglycan maturation (meso-diaminopimelate containing)	0.124472499723638	0.0804590801141534	-0.157240330462287	0.406185329909562	0.117	0.136076086956522	FALSE	0	0
ARG+POLYAMINE-SYN: superpathway of arginine and polyamine biosynthesis	0.298392161344421	0.248560463633237	-0.571897078640652	1.16868140132949	0.314	0.346371134020619	FALSE	0	0
PWY0-1415: superpathway of heme b biosynthesis from uroporphyrinogen-III	0.298396903072143	0.150549356045049	-0.228724275966275	0.825518082110561	0.056	0.0680909090909091	FALSE	0	0
