Proteins	log fold change (Anterior - Posterior)	se	ci.lo.adj	ci.up.adj	p.val	q.val	diff.abn	structural.zero (Anterior)	structural.zero (Posterior)
RXN-7793	0.728325906878756	0.111416483449492	0.277148679487578	1.17950313426993	6.2778775603502e-11	1.60581499701589e-09	TRUE	0	0
2-OCTAPRENYL-METHOXY-BENZOQ-METH-RXN	0.787179183718242	0.121109477800873	0.296750508236287	1.2776078592002	8.04630684886353e-11	1.73800227935452e-09	TRUE	0	0
RR-BUTANEDIOL-DEHYDROGENASE-RXN	0.888912604774521	0.136580389326573	0.335835003825954	1.44199020572309	7.5982103473351e-11	1.73800227935452e-09	TRUE	0	0
RXN-11754	0.787179183718242	0.121109477800873	0.296750508236287	1.2776078592002	8.04630684886353e-11	1.73800227935452e-09	TRUE	0	0
RXN-9227	0.787179183718242	0.121109477800873	0.296750508236287	1.2776078592002	8.04630684886353e-11	1.73800227935452e-09	TRUE	0	0
RXN-9235	0.787179183718242	0.121109477800873	0.296750508236287	1.2776078592002	8.04630684886353e-11	1.73800227935452e-09	TRUE	0	0
RXN-9242	0.787179183718242	0.121109477800873	0.296750508236287	1.2776078592002	8.04630684886353e-11	1.73800227935452e-09	TRUE	0	0
RXN3O-54	0.787179183718242	0.121109477800873	0.296750508236287	1.2776078592002	8.04630684886353e-11	1.73800227935452e-09	TRUE	0	0
DIHYDROKAEMPFEROL-4-REDUCTASE-RXN	0.978027706252353	0.152614658765247	0.360019881295564	1.59603553120914	1.46979337260012e-10	2.91559011870881e-09	TRUE	0	0
RXN-17678	0.978027706252353	0.152614658765247	0.360019881295564	1.59603553120914	1.46979337260012e-10	2.91559011870881e-09	TRUE	0	0
RXN-600	0.978027706252353	0.152614658765247	0.360019881295564	1.59603553120914	1.46979337260012e-10	2.91559011870881e-09	TRUE	0	0
RXN-7784	0.978027706252353	0.152614658765247	0.360019881295564	1.59603553120914	1.46979337260012e-10	2.91559011870881e-09	TRUE	0	0
3-OCTAPRENYL-4-OHBENZOATE-DECARBOX-RXN	0.984231573021893	0.154965837056959	0.356702732234103	1.61176041380968	2.13529276584456e-10	3.8435269785202e-09	TRUE	0	0
RXN-15309	0.984231573021893	0.154965837056959	0.356702732234103	1.61176041380968	2.13529276584456e-10	3.8435269785202e-09	TRUE	0	0
RXN-9223	0.984231573021893	0.154965837056959	0.356702732234103	1.61176041380968	2.13529276584456e-10	3.8435269785202e-09	TRUE	0	0
RXN-9231	0.984231573021893	0.154965837056959	0.356702732234103	1.61176041380968	2.13529276584456e-10	3.8435269785202e-09	TRUE	0	0
RXN-9238	0.984231573021893	0.154965837056959	0.356702732234103	1.61176041380968	2.13529276584456e-10	3.8435269785202e-09	TRUE	0	0
MORPHINE-6-DEHYDROGENASE-RXN	-1.28484105712348	0.203087609439606	-2.10723736427314	-0.462444749973813	2.50725947774083e-10	4.43101129520744e-09	TRUE	0	0
RXN0-6950	0.777030793762461	0.123736550278549	0.275963878408478	1.27809770911644	3.39185013046439e-10	5.88728272644891e-09	TRUE	0	0
3.1.21.1-RXN	0.785112493653705	0.12522531958373	0.27801685807323	1.29220812923418	3.61979921889926e-10	6.17271024696505e-09	TRUE	0	0
DIAMACTRANS-RXN	0.804434123131505	0.129205290586558	0.281221731514951	1.32764651474806	4.78447195876084e-10	7.38175673637386e-09	TRUE	0	0
RXN-0	0.804434123131505	0.129205290586558	0.281221731514951	1.32764651474806	4.78447195876084e-10	7.38175673637386e-09	TRUE	0	0
RXN-19536	0.804434123131505	0.129205290586558	0.281221731514951	1.32764651474806	4.78447195876084e-10	7.38175673637386e-09	TRUE	0	0
RXN-9939	0.804434123131505	0.129205290586558	0.281221731514951	1.32764651474806	4.78447195876084e-10	7.38175673637386e-09	TRUE	0	0
RXN0-7165	0.804434123131505	0.129205290586558	0.281221731514951	1.32764651474806	4.78447195876084e-10	7.38175673637386e-09	TRUE	0	0
SPERMACTRAN-RXN	0.804434123131505	0.129205290586558	0.281221731514951	1.32764651474806	4.78447195876084e-10	7.38175673637386e-09	TRUE	0	0
DCTP-DEAM-RXN	0.808713999968969	0.131334487047329	0.276879500330336	1.3405484996076	7.38245101336048e-10	1.10396036692098e-08	TRUE	0	0
RXN-14118	0.808713999968969	0.131334487047329	0.276879500330336	1.3405484996076	7.38245101336048e-10	1.10396036692098e-08	TRUE	0	0
RXN-11588	0.861698815597386	0.140592417564073	0.292374643940713	1.43102298725406	8.8401949554262e-10	1.30191962070822e-08	TRUE	0	0
RXN-12345	-1.11041516861849	0.182293305185064	-1.8486056540744	-0.372224683162575	1.1195155055007e-09	1.62413294230848e-08	TRUE	0	0
RXN0-6731	0.827322697661642	0.13609102646637	0.276226754827016	1.37841864049627	1.20793983380578e-09	1.72664340949885e-08	TRUE	0	0
3.4.23.43-RXN	0.91110112456251	0.150330005448456	0.302344924833033	1.51985732429199	1.35552495508285e-09	1.90952211063845e-08	TRUE	0	0
NITRITE-REDUCTASE-CYTOCHROME-RXN	1.02194009591911	0.171701308259104	0.326641538637876	1.71723865320035	2.65131482477634e-09	3.62968733758113e-08	TRUE	0	0
RXN-15838	1.02194009591911	0.171701308259104	0.326641538637876	1.71723865320035	2.65131482477634e-09	3.62968733758113e-08	TRUE	0	0
4.1.1.83-RXN	0.753080162781745	0.126961995336349	0.238951918320742	1.26720840724275	3.00106299487671e-09	3.99593593290433e-08	TRUE	0	0
RXN-20409	0.753080162781745	0.126961995336349	0.238951918320742	1.26720840724275	3.00106299487671e-09	3.99593593290433e-08	TRUE	0	0
4.2.1.107-RXN	-1.01784109083662	0.17255647967528	-1.7166026354295	-0.319079546243727	3.66605970749723e-09	4.75121338091641e-08	TRUE	0	0
RXN-9847	-1.01784109083662	0.17255647967528	-1.7166026354295	-0.319079546243727	3.66605970749723e-09	4.75121338091641e-08	TRUE	0	0
2.1.1.64-RXN	1.15649965842405	0.197986471692729	0.354760233576898	1.95823908327119	5.17930221705808e-09	6.2151626604697e-08	TRUE	0	0
DHHB-METHYLTRANSFER-RXN	1.15649965842405	0.197986471692729	0.354760233576898	1.95823908327119	5.17930221705808e-09	6.2151626604697e-08	TRUE	0	0
RXN-11758	1.15649965842405	0.197986471692729	0.354760233576898	1.95823908327119	5.17930221705808e-09	6.2151626604697e-08	TRUE	0	0
RXN-9229	1.15649965842405	0.197986471692729	0.354760233576898	1.95823908327119	5.17930221705808e-09	6.2151626604697e-08	TRUE	0	0
RXN-9237	1.15649965842405	0.197986471692729	0.354760233576898	1.95823908327119	5.17930221705808e-09	6.2151626604697e-08	TRUE	0	0
RXN3O-102	1.15649965842405	0.197986471692729	0.354760233576898	1.95823908327119	5.17930221705808e-09	6.2151626604697e-08	TRUE	0	0
RXN-8505	1.04168273106878	0.178799063574146	0.317642057140206	1.76572340499736	5.67727819123237e-09	6.72965170960715e-08	TRUE	0	0
ACETYLHOMOSER-CYS-RXN	-0.847474539788753	0.145569611975767	-1.43695368946421	-0.257995390113295	5.82234794001546e-09	6.73728833058932e-08	TRUE	0	0
O-ACETYLHOMOSERINE-THIOL-LYASE-RXN	-0.847474539788753	0.145569611975767	-1.43695368946421	-0.257995390113295	5.82234794001546e-09	6.73728833058932e-08	TRUE	0	0
PHOSPHOLIPASE-A1-RXN	0.880859487840019	0.152294237850137	0.264149196386366	1.49756977929367	7.29745298507098e-09	7.96980258594269e-08	TRUE	0	0
RXN-12430	0.880859487840019	0.152294237850137	0.264149196386366	1.49756977929367	7.29745298507098e-09	7.96980258594269e-08	TRUE	0	0
RXN-20559	0.880859487840019	0.152294237850137	0.264149196386366	1.49756977929367	7.29745298507098e-09	7.96980258594269e-08	TRUE	0	0
RXN-20560	0.880859487840019	0.152294237850137	0.264149196386366	1.49756977929367	7.29745298507098e-09	7.96980258594269e-08	TRUE	0	0
RXN0-6952	0.880859487840019	0.152294237850137	0.264149196386366	1.49756977929367	7.29745298507098e-09	7.96980258594269e-08	TRUE	0	0
RXN-14116	0.748774716059669	0.129612450735694	0.223913543387534	1.2736358887318	7.60317799440848e-09	8.21143223396116e-08	TRUE	0	0
DIHYDROPYRIMIDINASE-RXN	-1.10306282278345	0.191256172263095	-1.877548130985	-0.328577514581901	8.04739304683424e-09	8.41082370056224e-08	TRUE	0	0
RXN-11211	-1.10306282278345	0.191256172263095	-1.877548130985	-0.328577514581901	8.04739304683424e-09	8.41082370056224e-08	TRUE	0	0
RXN-11217	-1.10306282278345	0.191256172263095	-1.877548130985	-0.328577514581901	8.04739304683424e-09	8.41082370056224e-08	TRUE	0	0
3.1.26.12-RXN	1.02525517392152	0.179930498315267	0.296632793824624	1.75387755401841	1.2117683336627e-08	1.18973618214156e-07	TRUE	0	0
RXN0-6478	1.02525517392152	0.179930498315267	0.296632793824624	1.75387755401841	1.2117683336627e-08	1.18973618214156e-07	TRUE	0	0
RXN0-6485	1.02525517392152	0.179930498315267	0.296632793824624	1.75387755401841	1.2117683336627e-08	1.18973618214156e-07	TRUE	0	0
RXN0-6521	1.02525517392152	0.179930498315267	0.296632793824624	1.75387755401841	1.2117683336627e-08	1.18973618214156e-07	TRUE	0	0
RXN0-6522	1.02525517392152	0.179930498315267	0.296632793824624	1.75387755401841	1.2117683336627e-08	1.18973618214156e-07	TRUE	0	0
RXN0-6523	1.02525517392152	0.179930498315267	0.296632793824624	1.75387755401841	1.2117683336627e-08	1.18973618214156e-07	TRUE	0	0
3.4.21.107-RXN	0.760569427616981	0.134457837041253	0.216087029329945	1.30505182590402	1.5443295954645e-08	1.5010883667915e-07	TRUE	0	0
4.1.1.82-RXN	-1.2265180459245	0.217835015172719	-2.10863346665483	-0.344402625194163	1.79697540836405e-08	1.72936643260382e-07	TRUE	0	0
PROLINE-RACEMASE-RXN	-0.923626845177248	0.165016697448602	-1.59185630030864	-0.25539739004586	2.17876476236533e-08	2.07623465590108e-07	TRUE	0	0
3.6.1.41-RXN	1.03305746483959	0.185378612548127	0.282373133063822	1.78374179661535	2.50836272270245e-08	2.36711511307454e-07	TRUE	0	0
RXN0-6998	0.932529833579079	0.168297993605751	0.251012882229927	1.61404678492823	3.00844649036782e-08	2.81174037368992e-07	TRUE	0	0
PGPPHOSPHA-RXN	0.386998657217264	0.0702067888101274	0.102698674497466	0.671298639937062	3.54238341376745e-08	3.24829875300185e-07	TRUE	0	0
RXN-13313	0.386998657217264	0.0702067888101274	0.102698674497466	0.671298639937062	3.54238341376745e-08	3.24829875300185e-07	TRUE	0	0
NAD-SYNTH-GLN-RXN	-0.685983190896705	0.124523306125214	-1.19023604706072	-0.18173033473269	3.61136484416262e-08	3.28060432572529e-07	TRUE	0	0
DIACYLGLYKIN-RXN	0.508021336963889	0.0924290232572727	0.133733178223037	0.882309495704741	3.8775459524042e-08	3.48979135716378e-07	TRUE	0	0
TRNA-URACIL-5--METHYLTRANSFERASE-RXN	0.693693168084906	0.126286155062477	0.182301715627065	1.20508462054275	3.95103979004242e-08	3.52331254671673e-07	TRUE	0	0
RXN-11845	0.934273040168136	0.170416935014053	0.244175508280062	1.62437057205621	4.19883360840454e-08	3.71024206124474e-07	TRUE	0	0
RXN0-1241	0.915974894051378	0.167316332024919	0.238433147596185	1.59351664050657	4.38724441845182e-08	3.84180322048214e-07	TRUE	0	0
ARABISOM-RXN	-1.09484963598439	0.200341792914949	-1.9061268533175	-0.283572418651282	4.63144741692749e-08	4.01943472254779e-07	TRUE	0	0
RXN-11867	0.863963157869075	0.158529784326571	0.222002234880442	1.50592408085771	5.04130128963198e-08	4.33641137479849e-07	TRUE	0	0
RXN-11148	-0.943083705126482	0.174103157493549	-1.64810846848296	-0.238058941770006	6.06717914193318e-08	5.17306853154302e-07	TRUE	0	0
RXN0-4621	0.860094566331055	0.159134057623108	0.215686659358746	1.50450247330336	6.48652545478443e-08	5.48252412352215e-07	TRUE	0	0
PGLUCONDEHYDRAT-RXN	0.833593048829404	0.154322283764808	0.208670255019958	1.45851584263885	6.60352598820299e-08	5.53329936252872e-07	TRUE	0	0
3.1.25.1-RXN	0.742959387068339	0.137811803896232	0.184895215065771	1.30102355907091	7.00215498608039e-08	5.81717491151294e-07	TRUE	0	0
RXN0-2605	0.985445553352987	0.18286094197292	0.244956442198428	1.72593466450755	7.08336984777898e-08	5.83477584071286e-07	TRUE	0	0
RXN-10837	-1.13593284700983	0.211390700861543	-1.99195223802054	-0.279913455999119	7.71723188331522e-08	6.25095782548533e-07	TRUE	0	0
RXN-9382	-1.13593284700983	0.211390700861543	-1.99195223802054	-0.279913455999119	7.71723188331522e-08	6.25095782548533e-07	TRUE	0	0
2.7.1.90-RXN	-0.748151771381954	0.140482272758951	-1.31702991542899	-0.179273627334913	1.00622785214961e-07	8.01683174007719e-07	TRUE	0	0
RXN-21730	-0.748151771381954	0.140482272758951	-1.31702991542899	-0.179273627334913	1.00622785214961e-07	8.01683174007719e-07	TRUE	0	0
2.6.1.37-RXN	-1.21264356591902	0.229959716998502	-2.14385755073374	-0.281429581104306	1.34001822383275e-07	1.058941230541e-06	TRUE	0	0
RXN-15087	-1.27375790656712	0.243286486193424	-2.25893818603852	-0.288577627095716	1.64423481753198e-07	1.23891181600084e-06	TRUE	0	0
RXN-15162	-1.27375790656712	0.243286486193424	-2.25893818603852	-0.288577627095716	1.64423481753198e-07	1.23891181600084e-06	TRUE	0	0
RXN-15164	-1.27375790656712	0.243286486193424	-2.25893818603852	-0.288577627095716	1.64423481753198e-07	1.23891181600084e-06	TRUE	0	0
RXN-15165	-1.27375790656712	0.243286486193424	-2.25893818603852	-0.288577627095716	1.64423481753198e-07	1.23891181600084e-06	TRUE	0	0
TRANS-RXN-165	-1.27375790656712	0.243286486193424	-2.25893818603852	-0.288577627095716	1.64423481753198e-07	1.23891181600084e-06	TRUE	0	0
TRANS-RXN-167A	-1.27375790656712	0.243286486193424	-2.25893818603852	-0.288577627095716	1.64423481753198e-07	1.23891181600084e-06	TRUE	0	0
HIPPURATE-HYDROLASE-RXN	0.577524028238618	0.112168643495952	0.123300954543468	1.03174710193377	2.62281387515828e-07	1.93702485135357e-06	TRUE	0	0
LIPIDXSYNTHESIS-RXN	0.958614426157439	0.186205217364988	0.204582786533922	1.71264606578095	2.63052757591226e-07	1.93702485135357e-06	TRUE	0	0
RXN-20786	0.958614426157439	0.186205217364988	0.204582786533922	1.71264606578095	2.63052757591226e-07	1.93702485135357e-06	TRUE	0	0
RXN0-2361	0.922322884287795	0.180346045790425	0.19201775894633	1.65262800962926	3.15099890008773e-07	2.26871920806317e-06	TRUE	0	0
RXN0-7022	0.922322884287795	0.180346045790425	0.19201775894633	1.65262800962926	3.15099890008773e-07	2.26871920806317e-06	TRUE	0	0
S-FORMYLGLUTATHIONE-HYDROLASE-RXN	0.983758362250235	0.192273558723657	0.205153182479862	1.76236354202061	3.11337084256575e-07	2.26871920806317e-06	TRUE	0	0
CHORPYRLY-RXN	0.923291903628589	0.181195916104366	0.189545257607109	1.65703854965007	3.47739817143799e-07	2.48531692841009e-06	TRUE	0	0
GCVMULTI-RXN	0.816213817517365	0.161391660403506	0.162663825536853	1.46976380949788	4.25126666228592e-07	3.01622715017658e-06	TRUE	0	0
1.6.4.4-RXN	0.515822921998623	0.102544886370874	0.100570922621639	0.931074921375607	4.89927737219762e-07	3.45079536650441e-06	TRUE	0	0
RXN0-1461	0.771480044774937	0.153939784819574	0.148106167321918	1.39485392222796	5.39876691367099e-07	3.77525283459583e-06	TRUE	0	0
TEICHOICSYN2-RXN	-1.14473477335297	0.228701539987762	-2.07085381352666	-0.218615733179281	5.57561646123806e-07	3.87107085737385e-06	TRUE	0	0
3.1.1.64-RXN	0.663345441371999	0.132964753837268	0.124909232296668	1.20178165044733	6.07297868199695e-07	3.96170152946378e-06	TRUE	0	0
CARBOXYLESTERASE-RXN	0.663345441371999	0.132964753837268	0.124909232296668	1.20178165044733	6.07297868199695e-07	3.96170152946378e-06	TRUE	0	0
RETINYL-PALMITATE-ESTERASE-RXN	0.663345441371999	0.132964753837268	0.124909232296668	1.20178165044733	6.07297868199695e-07	3.96170152946378e-06	TRUE	0	0
RXN-10711	0.663345441371999	0.132964753837268	0.124909232296668	1.20178165044733	6.07297868199695e-07	3.96170152946378e-06	TRUE	0	0
RXN-10767	0.663345441371999	0.132964753837268	0.124909232296668	1.20178165044733	6.07297868199695e-07	3.96170152946378e-06	TRUE	0	0
RXN-12252	0.663345441371999	0.132964753837268	0.124909232296668	1.20178165044733	6.07297868199695e-07	3.96170152946378e-06	TRUE	0	0
RXN-12575	0.663345441371999	0.132964753837268	0.124909232296668	1.20178165044733	6.07297868199695e-07	3.96170152946378e-06	TRUE	0	0
RXN18C3-61	0.663345441371999	0.132964753837268	0.124909232296668	1.20178165044733	6.07297868199695e-07	3.96170152946378e-06	TRUE	0	0
RXNQT-4366	0.663345441371999	0.132964753837268	0.124909232296668	1.20178165044733	6.07297868199695e-07	3.96170152946378e-06	TRUE	0	0
RXN-11578	0.722762119346696	0.14538769535167	0.134019634799552	1.31150460389384	6.65142511599439e-07	4.31012347516437e-06	TRUE	0	0
RXN-10620	-1.01612672920091	0.205202068661172	-1.84708546642808	-0.185167991973738	7.35170317120565e-07	4.73235462411384e-06	TRUE	0	0
GLUTATHIONE-SYN-RXN	0.567878925950155	0.115524478175424	0.100066514848268	1.03569133705204	8.84843591195447e-07	5.58485695222061e-06	TRUE	0	0
RXN-20401	0.567878925950155	0.115524478175424	0.100066514848268	1.03569133705204	8.84843591195447e-07	5.58485695222061e-06	TRUE	0	0
RXN-20407	0.567878925950155	0.115524478175424	0.100066514848268	1.03569133705204	8.84843591195447e-07	5.58485695222061e-06	TRUE	0	0
GLYOXII-RXN	0.487409511926205	0.0993606739316595	0.0850518715818359	0.889767152270574	9.32100671868541e-07	5.80770418625783e-06	TRUE	0	0
RXN-7919	0.487409511926205	0.0993606739316595	0.0850518715818359	0.889767152270574	9.32100671868541e-07	5.80770418625783e-06	TRUE	0	0
RXN-13028	-0.758338045543208	0.154722554886007	-1.38488172352595	-0.131794367560465	9.52158592218471e-07	5.89489268558187e-06	TRUE	0	0
RXN8J2-140	-1.20968627440271	0.248248384134366	-2.21495958935936	-0.204412959446066	1.0997924560474e-06	6.76581181821567e-06	TRUE	0	0
3.1.1.47-RXN	0.559852024542229	0.11492916896196	0.0944502976771382	1.02525375140732	1.1087824888896e-06	6.77821747924965e-06	TRUE	0	0
R601-RXN	0.704733228878504	0.144881412553937	0.118040919151861	1.29142553860515	1.14916407847238e-06	6.85268395260828e-06	TRUE	0	0
RXN-14963	0.704733228878504	0.144881412553937	0.118040919151861	1.29142553860515	1.14916407847238e-06	6.85268395260828e-06	TRUE	0	0
RXN-14970	0.704733228878504	0.144881412553937	0.118040919151861	1.29142553860515	1.14916407847238e-06	6.85268395260828e-06	TRUE	0	0
RXN-21414	0.704733228878504	0.144881412553937	0.118040919151861	1.29142553860515	1.14916407847238e-06	6.85268395260828e-06	TRUE	0	0
RXN-12130	0.729832342337834	0.150234822101865	0.121461584304945	1.33820310037072	1.18610983958297e-06	7.02987051265028e-06	TRUE	0	0
1.8.4.14-RXN	0.554261075165258	0.114423882335482	0.0909054891593488	1.01761666117117	1.27296922641799e-06	7.49894598835325e-06	TRUE	0	0
6PFRUCTPHOS-RXN	-0.548491718636387	0.114696080873377	-1.01294956328326	-0.0840338739895167	1.73446319789132e-06	1.01560134237974e-05	TRUE	0	0
RXN-13758	0.547870270530472	0.114691487545113	0.0834310264088254	1.01230951465212	1.7801435892957e-06	1.02994021952108e-05	TRUE	0	0
RXN-13759	0.547870270530472	0.114691487545113	0.0834310264088254	1.01230951465212	1.7801435892957e-06	1.02994021952108e-05	TRUE	0	0
RXN-7774	-1.033963790192	0.217082753920996	-1.91303295479112	-0.154894625592883	1.90741794682939e-06	1.09704748184507e-05	TRUE	0	0
5.3.1.23-RXN	-1.02149306269204	0.215069183278459	-1.89240834205327	-0.150577783330806	2.0381719013335e-06	1.15853981760009e-05	TRUE	0	0
RXN-21315	-1.02149306269204	0.215069183278459	-1.89240834205327	-0.150577783330806	2.0381719013335e-06	1.15853981760009e-05	TRUE	0	0
3.4.21.102-RXN	0.486045812194593	0.102984757823695	0.0690125684599682	0.903079055929217	2.36320709205409e-06	1.33548679853289e-05	TRUE	0	0
3.1.11.1-RXN	0.765758682868255	0.163258682477084	0.10464824905225	1.42686911668426	2.72588554313875e-06	1.53153800458432e-05	TRUE	0	0
DIAMINOPIMELATE-DEHYDROGENASE-RXN	-0.634511451834692	0.135987373652519	-1.18518765615562	-0.0838352475137645	3.07181591855219e-06	1.71597992691536e-05	TRUE	0	0
RXN-7737	-1.14484829393719	0.247399788833381	-2.14668525133505	-0.143011336539335	3.70064560807495e-06	2.05544430345649e-05	TRUE	0	0
SAMDECARB-RXN	-0.649101000270365	0.141557945343519	-1.22233504354578	-0.0758669569949502	4.5309975847456e-06	2.50234639339359e-05	TRUE	0	0
RXN-11322	-0.608288134547586	0.133385105598985	-1.14842654366109	-0.0681497254340835	5.1058643584497e-06	2.80389839345373e-05	TRUE	0	0
CATAL-RXN	0.642256598584357	0.141915228504376	0.0675757494062738	1.21693744776244	6.02142808638023e-06	3.28810567413572e-05	TRUE	0	0
3.2.1.73-RXN	0.479734242330401	0.106169651354755	0.0498038815050997	0.909664603155703	6.22607927961752e-06	3.38039017608062e-05	TRUE	0	0
GLUC1PADENYLTRANS-RXN	-0.512594411063601	0.113470794693211	-0.972090501359475	-0.0530983207677265	6.2599818075567e-06	3.38039017608062e-05	TRUE	0	0
ISOCIT-CLEAV-RXN	0.739073888578596	0.164265294596972	0.0738872135166967	1.4042605636405	6.81872545838722e-06	3.66176858870297e-05	TRUE	0	0
CEPHALOSPORIN-C-DEACETYLASE-RXN	0.548290763773752	0.122111353265167	0.0538050279702319	1.04277649957727	7.11936402116228e-06	3.80220979591744e-05	TRUE	0	0
HYDROXYPYRUVATE-REDUCTASE-RXN	-0.742439060628798	0.166405454509834	-1.4162922398359	-0.0685858814216963	8.13397359060334e-06	4.32034007107456e-05	TRUE	0	0
