NCBItaxID	Species
43995	Johnsonella ignava
467210	Lachnoanaerobaculum saburreum
617123	Lachnoanaerobaculum umeaense
936595	Lachnoanaerobaculum sp. OBRC5-5
140626	Lachnobacterium bovis
29347	[Clostridium] scindens
1512	[Clostridium] symbiosum
1871021	Lachnoclostridium phocaeense
1834196	Lachnoclostridium sp. YL32
39485	Lachnospira eligens
28051	Lachnospira multipara
28052	Lachnospira pectinoschiza
1763509	Lachnotalea glycerini
84030	Lacrimispora saccharolytica
29370	Lacrimispora sphenoides
168384	Marvinbryantia formatexigens
46228	[Ruminococcus] lactaris
1337051	Murimonas intestini
1501332	Oribacterium asaccharolyticum
1501329	Oribacterium parvum
237576	Oribacterium sinus
1408311	Oribacterium sp. FC2011
1855342	Oribacterium sp. KHPX15
689781	Oribacterium sp. NK2B42
652706	Oribacterium sp. oral taxon 078
1855343	Oribacterium sp. WCC10
1520801	Pseudobutyrivibrio sp. ACV-2
1410616	Pseudobutyrivibrio sp. MD2005
301302	Roseburia faecis
301301	Roseburia hominis
166486	Roseburia intestinalis
360807	Roseburia inulinivorans
1653434	Sellimonas intestinalis
177972	Shuttleworthia satelles
796942	Stomatobaculum longum
29361	Tyzzerella nexilis
39491	[Eubacterium] rectale
1898203	Lachnospiraceae bacterium
1235800	Lachnospiraceae bacterium 10-1
397287	Lachnospiraceae bacterium 28-4
397288	Lachnospiraceae bacterium 3-1
658089	Lachnospiraceae bacterium 5_1_63FAA
658656	Lachnospiraceae bacterium 6_1_37FAA
658087	Lachnospiraceae bacterium 7_1_58FAA
397290	Lachnospiraceae bacterium A2
397291	Lachnospiraceae bacterium A4
1408319	Lachnospiraceae bacterium AB2028
1408320	Lachnospiraceae bacterium AC2014
1792306	Lachnospiraceae bacterium C7
1200747	Lachnospiraceae bacterium G11
1235792	Lachnospiraceae bacterium M18-1
2002841	Lachnospiraceae bacterium Marseille-P3773
1235799	Lachnospiraceae bacterium MD308
1235793	Lachnospiraceae bacterium MD335
877406	Lachnospiraceae bacterium NK3A20
877421	Lachnospiraceae bacterium NK4A144
712976	Lachnospiraceae bacterium oral taxon 082
712991	Lachnospiraceae bacterium oral taxon 500
1200721	Lachnospiraceae bacterium RM5
1520826	Lachnospiraceae bacterium XBB2008
1520825	Lachnospiraceae bacterium XPB1003
1263547	Oscillibacter ruminantium
351091	Oscillibacter valericigenes
1235797	Oscillibacter sp. 1-3
1226322	Oscillibacter sp. KLE 1728
1226323	Oscillibacter sp. KLE 1745
51515	Dehalobacterium formicoaceticum
49338	Desulfitobacterium hafniense
1496	Clostridioides difficile
143361	Filifactor alocis
261299	Intestinibacter bartlettii
1505	Paeniclostridium sordellii
89152	Peptacetobacter hiranonis
39498	[Eubacterium] yurii
796937	Peptoanaerobacter stomatis
1261	Peptostreptococcus anaerobius
1537	Romboutsia lituseburensis
1776391	Romboutsia timonensis
214905	Tepidibacter thalassicus
36841	Terrisporobacter glycolicus
1321783	Peptostreptococcaceae bacterium oral taxon 113
1520829	Peptostreptococcaceae bacterium pGA-8
258515	Acetanaerobacterium elongatum
290052	Acetivibrio ethanolgignens
1673717	Anaeromassilibacillus senegalensis
1944639	Anaeromassilibacillus sp. Marseille-P3371
169435	Anaerotruncus colihominis
1673720	Anaerotruncus massiliensis
1235835	Anaerotruncus sp. G3(2012)
1871018	Angelakisella massiliensis
1720313	Bittarella massiliensis
253239	Ethanoligenens harbinense
853	Faecalibacterium prausnitzii
292800	Flavonifractor plautii
1650663	Fournierella massiliensis
745368	Gemmiger formicilis
1849041	Harryflintia acetispora
474960	Hydrogenoanaerobacterium saccharovorans
1776382	Neglecta timonensis
100176	Papillibacter cinnamivorans
1841867	Phocea massiliensis
1871015	Pseudoflavonifractor sp. Marseille-P3106
1535	[Clostridium] leptum
84026	[Clostridium] methylpentosum
1549	[Clostridium] sporosphaeroides
47246	[Clostridium] viride
39492	[Eubacterium] siraeum
1264	Ruminococcus albus
40518	Ruminococcus bromii
40519	Ruminococcus callidus
1161942	Ruminococcus champanellensis
1265	Ruminococcus flavefaciens
1410617	Ruminococcus sp. FC2018
1352374	Ruminococcus sp. YE78
44749	Sporobacter termitidis
214851	Subdoligranulum variabile
665956	Subdoligranulum sp. 4_3_54A2FAA
1898205	Ruminococcaceae bacterium
1572656	Ruminococcaceae bacterium CPB6
1627893	Ruminococcaceae bacterium cv2
552398	Ruminococcaceae bacterium D16
1520815	Ruminococcaceae bacterium D5
1520817	Ruminococcaceae bacterium FB2012
1852383	Ruminococcaceae bacterium Marseille-P2935
1200751	Ruminococcaceae bacterium P7
1898207	Clostridiales bacterium
1715004	Clostridiales bacterium KLE1615
1852363	Clostridiales bacterium Marseille-P2846
1525	Moorella thermoacetica
2325	Thermoanaerobacter kivui
44001	Caldicellulosiruptor saccharolyticus
1517	Thermoanaerobacterium thermosaccharolyticum
252966	Mahella australiensis
1574263	Candidatus Stoquefichus sp. KLE1796
100884	Coprobacillus cateniformis
1034346	Dielma fastidiosa
31973	Eggerthia catenaformis
1547	Erysipelatoclostridium ramosum
1648	Erysipelothrix rhusiopathiae
1323	Faecalicoccus pleomorphus
39483	Faecalitalea cylindroides
2041840	Galactobacillus timonensis
1735	Holdemanella biformis
61171	Holdemania filiformis
1852366	Holdemania sp. Marseille-P2844
1630	Kandleria vitulina
2015901	Massilicoli timonensis
102148	Solobacterium moorei
1903263	Traorella massiliensis
457422	Erysipelotrichaceae bacterium 2_2_44A
877415	Erysipelotrichaceae bacterium NK3D112
1871025	Ndongobacter massiliensis
905	Acidaminococcus fermentans
187327	Acidaminococcus intestini
1852375	Acidaminococcus massiliensis
33025	Phascolarctobacterium faecium
626940	Phascolarctobacterium succinatutens
40841	Succiniclasticum ruminis
82374	Anaerovibrio lipolyticus
1200557	Anaerovibrio sp. RM50
82203	Centipeda periodontii
437897	Megamonas funiformis
187979	Mitsuokella jalaludinii
52226	Mitsuokella multacida
1321780	Mitsuokella sp. oral taxon 131
55507	Schwartzia succinivorans
671224	Selenomonas artemidis
416586	Selenomonas bovis
1944634	Selenomonas felix
135080	Selenomonas flueggei
135082	Selenomonas infelix
2058293	Selenomonas massiliensis
135083	Selenomonas noxia
971	Selenomonas ruminantium
69823	Selenomonas sputigena
1485543	Selenomonas sp. AE3005
999423	Selenomonas sp. F0473
1410618	Selenomonas sp. ND2010
712528	Selenomonas sp. oral taxon 126
713030	Selenomonas sp. oral taxon 136
712532	Selenomonas sp. oral taxon 138
712535	Selenomonas sp. oral taxon 149
712538	Selenomonas sp. oral taxon 478
1321785	Selenomonas sp. oral taxon 892
1884263	Selenomonas sp. oral taxon 920
209880	Allisonella histaminiformans
156456	Anaeroglobus geminatus
218538	Dialister invisus
309120	Dialister micraerophilus
39950	Dialister pneumosintes
487173	Dialister succinatiphilus
907	Megasphaera elsdenii
187326	Megasphaera micronuciformis
1588748	Veillonellaceae bacterium KA00182
457416	Veillonella sp. 3_1_44
450749	Veillonella sp. 6_1_27
1384081	Veillonella sp. DNF00869
1203593	Veillonella sp. HPA0037
39777	Veillonella atypica
39778	Veillonella dispar
464322	Veillonella magna
187328	Veillonella montpellierensis
29466	Veillonella parvula
248315	Veillonella rodentium
1502943	Veillonella seminalis
1110546	Veillonella tobetsuensis
33032	Anaerococcus lactolyticus
1260	Finegoldia magna
1852373	Murdochiella vaginalis
33033	Parvimonas micra
1588755	Parvimonas sp. KA00067
1871017	Peptoniphilus urinimassiliensis
1739525	Peptoniphilus sp. HMSC075B08
652713	Peptoniphilus sp. oral taxon 386
1347392	Anaerosalibacter massiliensis
43131	Tissierella praeacuta
1472764	Kallipyga massiliensis
1588751	Tissierellia bacterium KA00581
1879010	Firmicutes bacterium
1378168	Firmicutes bacterium ASF500
61635	Acholeplasma brassicae
92400	Mycoplasma anseris
171279	Mycoplasma anatis
46541	Thermosipho melanesiensis
1504823	bacterium LF-3
1120746	bacterium MS4
1291540	Candidatus Methanomethylophilus alvus
1054217	Thermoplasmatales archaeon BRNA1
1495144	methanogenic archaeon ISO4-H5
230361	Methanobrevibacter millerae
66851	Methanobrevibacter oralis
2173	Methanobrevibacter smithii
190977	Methanobrevibacter wolinii
1609968	Methanobrevibacter sp. YE315
2317	Methanosphaera stadtmanae
2187	Methanococcus vannielii
2209	Methanosarcina mazei
2280	Staphylothermus marinus
