featureid	Intercept	C(Env, Treatment('HunterGatherer'))[T.HMP]	C(Env, Treatment('HunterGatherer'))[T.JAE]
Fusobacterium sp. oral taxon 370	-0.46887949846846855	-1.3685667179781378	-7.662647031026088
Leptotrichia buccalis	3.5043737516536018	-1.8289546631533087	-1.872870705800258
Leptotrichia goodfellowii	0.31038900472061837	1.4549023769539424	1.0098346250484358
Leptotrichia hofstadii	2.7409856543673774	-0.6271669529634893	-1.1120403034259905
Leptotrichia shahii	2.299168728364875	-2.3051790856081427	-3.020146153645717
Leptotrichia trevisanii	1.8669512049092551	-0.7334885262209356	-0.5611932498981584
Leptotrichia wadei	3.4534465894831916	-1.1617223881441534	-2.6297786457111467
Leptotrichia sp. oral taxon 212	2.4626187608374854	0.5823378301900455	1.7114427464435469
Leptotrichia sp. oral taxon 215	1.52449323989289	0.5129405595105716	0.6165861862132918
Leptotrichia sp. oral taxon 225	2.0711415503902932	-0.7498223446566046	-0.8350112659504045
Leptotrichia sp. oral taxon 498	2.90914078809159	-3.303904976721424	-10.803471348958217
Leptotrichia sp. oral taxon 847	1.27874048806565	-2.2690879963594854	-9.28710248299142
Leptotrichia sp. oral taxon 879	1.9041931108369132	-0.24782964217247283	-0.06565644569893969
Lautropia mirabilis	4.001815162671973	0.8805939890187808	2.621802773548163
Ottowia sp. oral taxon 894	3.0229500160350105	-1.429444994803089	3.63543591670493
Eikenella corrodens	1.5503375754489204	1.1075763441365787	3.2864134090373884
Eikenella sp. HMSC061C02	-1.153553999887536	0.9976233578961917	3.6981724279353987
Kingella denitrificans	1.3902243003978034	0.9287376142781802	2.444441423041619
Kingella oralis	0.9684215412272712	3.1327960826200076	2.0889283197353254
Morococcus cerebrosus	1.0665729866160651	1.03099546206413	2.52838349737028
Neisseria bacilliformis	0.5907681808604499	1.5392330698412486	3.5506841915080916
Neisseria elongata	2.6807588563098212	1.532765407089574	2.84093267492751
Neisseria gonorrhoeae	-0.8059287443028191	1.1506038047116824	2.3257876264284025
Neisseria lactamica	-1.265366114603112	1.2336178458970615	1.8598729746768843
Neisseria macacae	0.547051869405677	1.3942570276301929	1.808938421530522
Neisseria meningitidis	-0.6170525922642449	1.8664444125932285	2.637484513444699
Neisseria mucosa	-0.4776304139958123	1.0242312289517947	3.1477641241977583
Neisseria polysaccharea	-2.86549619577987	2.000911805753095	2.725890718622006
Neisseria sicca	0.3885379657878181	2.3429463244718143	2.9087955730388533
Neisseria sp. GT4A_CT1	-0.4457745923863152	1.5996959022921153	2.088282712025441
Neisseria sp. HMSC03D10	-0.44327811144454277	1.4740989170712062	3.184044577402867
Neisseria sp. HMSC055F11	-1.2125945463047723	1.2263148165982791	2.196452953142918
Neisseria sp. HMSC055H02	-0.494552887903283	1.8125277049583026	2.6648252385089766
Neisseria sp. HMSC056A03	-0.27920035265548027	1.8158162720244952	0.9053830879161726
Neisseria sp. HMSC059F02	-1.5065153016911248	1.3152323700231143	2.7174150126407515
Neisseria sp. HMSC061B04	-2.0828318967686394	0.8215407468122073	1.9508111255596052
Neisseria sp. HMSC064D07	-2.4383635892735223	2.045264396790845	1.368056275172032
Neisseria sp. HMSC064E01	-0.11046294115645683	2.6291857100766727	2.3127530740926634
Neisseria sp. HMSC064F04	-0.7671554460392693	2.1329794265073367	2.767419301194943
Neisseria sp. HMSC065C04	-2.6767998113499383	1.8362189270299503	2.242774404806889
Neisseria sp. HMSC065D04	0.34169133759873116	1.56984329547031	1.9754632490108381
Neisseria sp. HMSC066H01	-2.3488488569126824	0.7153902388852664	1.193554379267491
Neisseria sp. HMSC067H09	-3.6994285955296258	2.4059385992330142	3.6282992141673933
Neisseria sp. HMSC068C04	-1.3623397722111443	1.7578951604407855	1.5064106958339583
Neisseria sp. HMSC069H12	-0.24367360018355644	1.7855839170259067	0.37061450652579175
Neisseria sp. HMSC070E12	-1.022171296106408	1.325090143803937	2.327712200803555
Neisseria sp. HMSC072C05	-3.2418685331211785	2.124549839619977	0.909905173105992
Neisseria sp. HMSC072F04	-0.5989044084416131	2.2535390592855045	2.455807842535771
Neisseria sp. HMSC073B07	-1.555921353326867	1.623431622956378	2.4865919726322065
Neisseria sp. HMSC073G10	-2.6632461919651726	1.8455596901219913	1.7070377843807112
Neisseria sp. HMSC074B07	-0.6377113237248162	1.7354845441621372	2.052703835291661
Neisseria sp. HMSC077D05	-0.11788061998946464	2.5420588589948245	2.350285448355473
Neisseria sp. HMSC078C12	-2.1344862356053094	0.7947628833097049	0.9399370925853621
Neisseria sp. HMSC15C08	-0.640466727243493	1.9749533869069644	2.6166323649118315
Neisseria sp. HMSC31F04	0.5690768585337898	1.3776639736932346	2.6524736063907515
Neisseria sp. HMSC70E02	0.43358584500687325	2.0634998716157504	1.9883018510768782
Neisseria sp. KEM232	-2.440741099344323	-0.37206980216087615	3.385506786627568
Neisseria sp. oral taxon 014	2.37732287503617	0.27871516716895783	-0.3303084594776262
Neisseria sp. oral taxon 020	-2.3651709928379754	0.08800104630408967	1.3406338470409285
Propionivibrio dicarboxylicus	-2.810976065622399	-6.035558667059559	-5.5620877964069475
Desulfobulbus oralis	1.0010548458232185	-2.979271378393787	4.326841689867772
Desulfomicrobium orale	0.10573967553513253	-8.649239029760974	4.425179817004002
Campylobacter concisus	0.6732724533213874	2.4354873038571903	0.834390618128575
Campylobacter curvus	-0.8757138624058465	1.5515032484870979	2.0128626006076704
Campylobacter gracilis	2.463853888286521	0.8811320401471683	0.660946466250218
Campylobacter showae	2.321325875891616	0.8338317610066959	2.1424511449764143
Campylobacter sp. 10_1_50	-2.633809603677819	1.961981002215726	-5.730267308430873
Cardiobacterium hominis	2.6153338179721137	1.9137936867517062	2.1961883681247603
Cardiobacterium valvarum	1.9961152524484893	0.29610649121223176	2.3948462980220686
Aggregatibacter actinomycetemcomitans	-1.448947705255578	0.7613997794431278	1.6056499855945479
Aggregatibacter aphrophilus	1.9739755541815063	0.9846504665654727	3.3301899211833845
Aggregatibacter segnis	2.3524278924598	0.19271567833839143	1.2661913412044417
Aggregatibacter sp. oral taxon 458	1.3501829133166572	1.323981199387891	0.3698913829753767
Haemophilus haemolyticus	-2.2217808141575555	3.2668606377881595	2.0671905057857405
Haemophilus influenzae	-3.3638029470310906	3.208600912217481	2.7680516915748488
Haemophilus parainfluenzae	1.4481314644946357	3.6486087180417606	2.165710903925694
Haemophilus sp. CCUG 60358	-2.741667307840417	4.168810639504773	2.6045877339671026
Haemophilus sp. HMSC061E01	-2.5867376699314812	4.113400492791516	1.83229551486472
Haemophilus sp. HMSC068C11	-2.62247804545028	4.22841886055885	1.7702846305797468
Haemophilus sp. HMSC073C03	-3.6793561353550652	4.597512993935926	-4.775836728291713
Haemophilus sp. HMSC61B11	-2.0233083143101434	4.172941479806287	2.097526110930241
Haemophilus sp. HMSC71H05	-2.4620409383640984	3.8477385379117552	1.5656741040180098
Pseudomonas nitroreducens	-2.0318465604649285	-6.757835831518787	-6.287151120381557
Vibrio agarivorans	-2.679890669809411	-6.190733876104969	-5.715780995564662
Vibrio cyclitrophicus	-4.547332324014733	4.861872944955213	-4.008195183949672
Vibrio owensii	-2.0901704206333855	-6.706197228308338	-6.235302708821498
Treponema denticola	2.038448985738923	-0.11700662600578582	1.668812848849095
Treponema lecithinolyticum	-1.062189377771447	2.936754021767957	2.933458276314534
Treponema maltophilum	1.440245114339759	-0.48427149283470516	2.320211000962056
Treponema medium	0.9729382619990607	1.0133843160909244	1.2313798444698225
Treponema pedis	-3.091958083139489	-1.068299975271839	-5.306503556447231
Treponema putidum	0.05479236699478829	-1.9862785004335821	0.7547607200572859
Treponema socranskii	2.1410109550489684	0.07655087483344758	2.0048287289569746
Treponema vincentii	0.9483531341685554	0.09734896195350373	0.36318037681082593
Treponema sp. OMZ 838	1.0842719898356696	1.0637634135526248	1.0322130697200667
Actinobaculum sp. oral taxon 183	3.3189949617518684	1.3632803447288104	-4.631676934437953
Actinomyces bouchesdurhonensis	-1.9497557058201531	-6.8216700218874395	1.7798402088115584
Actinomyces dentalis	4.35575100041764	-1.1041092537599981	2.2388426440189253
Actinomyces gerencseriae	2.842315040601661	0.8452086187642642	0.9389810340831648
Actinomyces israelii	3.086939178480079	-1.2329582833010138	2.3105271237323652
Actinomyces johnsonii	1.765476398242881	1.019538376454694	1.1089906471202742
Actinomyces massiliensis	3.0730064735545417	1.8176004625600406	1.0718171375224959
Actinomyces naeslundii	3.070492826475074	1.5922746937465497	0.9080371635387312
Actinomyces oris	3.5235937461985847	2.383864138249738	1.643040336890019
Actinomyces radicidentis	-0.23050979517562187	-8.390524353857653	2.3315459715555082
Actinomyces ruminicola	-0.7379618062840203	-7.913702454443592	2.5400461873392235
Actinomyces slackii	-1.4134941472874383	-7.307043518896717	2.2897173839042555
Actinomyces timonensis	0.3963521347178718	-0.08184906470360076	0.9762538450191389
Actinomyces urogenitalis	-0.8802001848088006	-7.797661270971912	2.511356238497294
Actinomyces viscosus	0.8569194898738166	2.067681375865323	1.5217036979625593
Actinomyces sp. HMSC035G02	-0.7478907480107049	-2.523713555212635	2.644222893042363
Actinomyces sp. HMSC075C01	0.1236642227305671	2.215924058083875	1.164803602022923
Actinomyces sp. HMSC08A09	0.719717942251136	2.143929336194379	1.758812107367314
Actinomyces sp. HPA0247	0.43697663403885567	-8.987603630896228	0.9518989103267561
Actinomyces sp. oral taxon 170	2.3485274539126655	1.7434275783341953	0.9191746490428816
Actinomyces sp. oral taxon 171	1.7528016493453284	2.5862019397061893	1.0553195255229841
Actinomyces sp. oral taxon 172	-0.5446153058872918	-8.092204537268298	1.1921167152355086
Actinomyces sp. oral taxon 178	-0.33410028360945976	-0.7831375263887823	-1.232050917821132
Actinomyces sp. oral taxon 180	-1.340279377924035	0.6157861090940067	0.8695089595744978
Actinomyces sp. oral taxon 414	4.278462134374549	-2.251785483236927	1.2780309694240461
Actinomyces sp. oral taxon 448	1.8272018358840247	1.3087815381330081	-0.45845439262887133
Actinomyces sp. oral taxon 848	2.698812864793708	-0.35329159724296844	-0.9135613662769426
Actinomyces sp. oral taxon 849	0.7249965295924445	0.8437366224568912	0.9180327432582747
Actinomyces sp. oral taxon 877	1.1130782590045234	-0.37454875933708465	-0.3568434936573137
Schaalia cardiffensis	1.5660798773898383	-5.147127117987293	2.0218609946201216
Schaalia georgiae	-0.21262554072005546	1.8828633464616367	-7.908169530110561
Schaalia odontolytica	1.9129547253979942	0.3316017724317142	3.4004748838374983
Bifidobacterium dentium	-0.11501888178450859	-8.444356407995837	0.5693238752315413
Corynebacterium argentoratense	-1.4719617738590935	0.9149433113378116	-0.48079325981637133
Corynebacterium diphtheriae	-3.059466399179528	0.44221404564796174	-5.355718396382533
Corynebacterium durum	2.8289754614962836	2.045258793954236	1.270897843165196
Corynebacterium matruchotii	5.747414790166785	0.9753344394010135	0.108140446467198
Mycobacterium leprae	-1.7929785623417596	0.38541964066444123	-6.461026929097377
Cellulomonas flavigena	-0.3910212888584832	-1.7176897190767706	1.18539450339774
Kytococcus sedentarius	-0.07182601832015312	0.23621383679328645	1.3434152381847273
Rothia aeria	2.493901930822303	2.3603835440915653	2.945300348324574
Rothia dentocariosa	0.8703060970439216	2.8076777793210574	2.177399881405629
Rothia sp. HMSC036D11	0.05387564755814278	2.632148180131299	2.0312010424564253
Rothia sp. HMSC058E10	-0.7443445100651482	2.4492195583623477	2.251450546307362
Rothia sp. HMSC064D08	0.1822572574748298	2.3493204451840946	1.7593922989795576
Rothia sp. HMSC065D02	-0.8887622728214959	2.755286607865674	2.26910815410117
Rothia sp. HMSC065G12	-1.1537356748448113	2.6514535285276004	2.1765495019386183
Rothia sp. HMSC067H10	-0.6389656438694695	3.0029217339795657	2.4574062602947127
Rothia sp. HMSC069C01	-0.7715723886357049	3.083281073693616	2.1431487577388655
Rothia sp. HMSC071F11	-0.712333239542077	2.6315621472638675	2.055396773142613
Rothia sp. HMSC08A08	-1.2748089208470086	2.701777372483594	2.2981240826080214
Xylanimonas cellulosilytica	-0.814933337198327	-0.8729693554598272	2.919321961922444
Sanguibacter keddieii	-0.7145054712162713	-2.7374243401247442	2.2906136291454207
Propionibacterium australiense	-1.366470612512658	-7.33293482291283	-6.861619733052455
Propionibacterium sp. oral taxon 192	2.1987273321284553	-5.366314377661365	-1.4562947971393694
Pseudopropionibacterium propionicum	4.957608185781409	-0.23770090567650115	1.048071243090428
Tessaracoccus flavescens	-2.780012167917321	0.6334889270108768	-5.551354191975795
Tessaracoccus flavus	-3.004027880655358	0.907537791852338	-5.3570330364276995
Tessaracoccus sp. T2.5-30	-2.3844070806370476	0.5665245391172	-5.907840512471401
Streptomyces turgidiscabies	-1.8501377477513055	-6.919329132910389	-6.448886655049526
Atopobium parvulum	-0.7028098478184441	0.7085869051259586	-7.454109929280483
Atopobium rimae	-3.1624822988377312	2.251613114003522	0.6786228197048079
Atopobium sp. oral taxon 810	-1.0726931466923455	-7.601403679724354	2.179622985644139
Olsenella uli	0.1415552721156379	-3.2521347664553106	4.0177860038707625
Olsenella sp. oral taxon 807	3.4861888513697883	-1.7838210724550665	2.0657235162685286
Cryptobacterium curtum	-1.356899775491784	-7.31141325461449	-6.83901955910226
Slackia exigua	-1.1362734212742547	-1.32031914221825	3.5433077590892683
Anaerolineaceae bacterium oral taxon 439	2.0984195508791705	-5.8505420349794806	3.3549167888591658
Bacillus paralicheniformis	-2.8367238416538934	1.8874688185494968	-5.508399747090541
Gemella morbillorum	1.283307813180854	0.830575380448682	1.8567451613376509
Abiotrophia defectiva	1.7071301267279884	0.5109620429318973	2.107827283663548
Abiotrophia sp. HMSC24B09	1.5235139951838752	0.6144814230245181	2.673184126837052
Granulicatella adiacens	-0.5825512781010369	0.900633368615491	2.5080400409529577
Granulicatella sp. 572.rep1_STHE	-1.0015242471562127	1.2065025008958408	2.6671900453398596
Granulicatella sp. HMSC30F09	-0.9004428758488396	1.113563034657819	2.6948104875514876
Granulicatella sp. HMSC31F03	-1.3263593091831902	1.226214561585767	3.001001157088078
Streptococcus anginosus	-0.32420948885543144	-1.892664160605091	0.8454500215480696
Streptococcus constellatus	-2.5276356115208367	-6.26329895484032	-5.786561749654018
Streptococcus intermedius	-1.165479697214196	3.228495154504163	2.1731389241645704
Streptococcus cristatus	2.5720826909674903	0.5214004851621219	0.1389777439067732
Streptococcus gordonii	1.3687165007724067	1.2294303811830112	2.5826034939269196
Streptococcus infantis	-1.5968766584263543	1.739643309239728	3.3514659183452498
Streptococcus massiliensis	-3.253151453958581	-5.6672415398317755	1.734384753031529
Streptococcus mitis	-0.31554225824935234	2.7560589648526737	2.593154270423449
Streptococcus mutans	1.9352170006169578	0.4095259047788211	-9.884192250447475
Streptococcus oralis	2.725262604726722	1.427657250289304	1.6814369337985884
Streptococcus parasanguinis	-1.3534429445133904	0.01102510464606965	1.3282028215358626
Streptococcus pneumoniae	-0.9773984327183465	1.8741748966020175	1.9857441561649214
Streptococcus pseudopneumoniae	-0.5278787984715203	2.3590765930455753	2.0968149381111036
Streptococcus salivarius	-0.6901898755894402	1.5082172490399905	2.9282309787700544
Streptococcus sanguinis	3.378961525930335	1.347281727914197	3.2369357126186262
Streptococcus sp. 263_SSPC	-1.3888380899296502	1.0319108701985904	2.560271131038073
Streptococcus sp. 2_1_36FAA	-1.0939467325077752	1.3972623236220905	2.4401713015864264
Streptococcus sp. C300	-1.6192534341679314	2.639330182198865	2.336688064260281
Streptococcus sp. DD04	2.275083907021453	-3.3975319527346075	-0.42929651566048754
Streptococcus sp. F0441	-1.0797114744053582	1.0587306953710147	1.6658377426097761
Streptococcus sp. HMSC062B01	-1.6893790140019158	1.4070391244929858	2.5295761118064295
Streptococcus sp. HMSC062D07	-2.3416300191746453	1.9742634929460117	3.6049285905788313
Streptococcus sp. HMSC062H02	-2.618109263406823	3.3863213397306033	2.146237381024159
Streptococcus sp. HMSC066F01	-2.186782874094079	2.7648997641843387	2.6929034816453825
Streptococcus sp. HMSC072D05	-1.9744892492161492	3.476012382630689	2.8004987763593565
Streptococcus sp. HMSC072D07	-3.507563151346276	3.4261199570935794	-4.917418740468227
Streptococcus sp. HMSC077F03	-2.61043552301986	2.739749465112073	2.0565099494884382
Streptococcus sp. HMSC10A01	-2.0275087728367547	1.3006652928632327	2.40898250810603
Streptococcus sp. M143	-1.3969416990147332	1.2422106899064609	-6.832200787739955
Streptococcus sp. NLAE-zl-C503	-0.6969676389561394	0.9781583286565372	0.42824933700064527
Streptococcus sp. NPS 308	-1.449236668573449	1.696837555591447	3.5673688428829085
Streptococcus sp. oral taxon 058	-0.8711452855931023	1.0564300752919742	0.5925222413967024
Streptococcus sp. oral taxon 064	-2.589828528390954	2.914688978318555	2.3398218678663145
Streptococcus sp. oral taxon 071	-0.9495392217503289	0.8412446714681217	1.6051134245822798
[Eubacterium] brachy	-0.5262430086003045	1.8063452876847812	2.4392953070233236
[Eubacterium] infirmum	-0.20042113207442558	-0.9129593037325323	1.8159956114719282
[Eubacterium] minutum	0.458533369077613	-8.971812691565173	3.996195890230931
[Eubacterium] saphenum	-0.9432063474522332	-7.697068657751697	4.297151185793675
[Eubacterium] sulci	-0.9558673276768426	-7.7111258171755255	-7.242439053731166
Mogibacterium diversum	-0.12356094263655937	-0.6945738457399786	0.6008628385494124
Mogibacterium pumilum	-1.1169743909702996	-1.7967843674379766	2.309336073918141
Pseudoramibacter alactolyticus	-0.7145254983769158	-1.678567137594837	4.572698332590855
Catonella morbi	0.762019001020362	0.6983253098767825	1.7156593578288923
Johnsonella ignava	1.215410433782508	-0.7094828747469366	0.8721667306850325
Lachnoanaerobaculum saburreum	2.4421839640273353	-0.7723915241915167	-1.8847658855487932
Lachnoanaerobaculum umeaense	0.12494429208176339	-1.4247207306581915	-8.222833417134487
Lachnoanaerobaculum sp. OBRC5-5	0.7240324840678474	0.5287913419049808	-2.7815654499103655
Oribacterium sinus	-1.8442390336857537	0.8159191943448612	-6.442584775166713
Oribacterium sp. oral taxon 078	1.6365826652182838	-1.1948902271944464	0.3910395877788435
Shuttleworthia satelles	-2.092901743875573	-6.677337136145252	0.15924499206045972
Stomatobaculum longum	1.0501234159602424	-0.4761609696108282	-2.998943589406215
Lachnospiraceae bacterium oral taxon 082	0.10585173226731026	-0.6388651989656866	-8.202376149373256
Lachnospiraceae bacterium oral taxon 500	1.839373134149482	-0.4031983278948239	0.966035224718846
Filifactor alocis	0.3414979801310798	-0.855465855475086	1.941589333338536
[Eubacterium] yurii	0.12706919766800606	0.17661634457526887	1.6006595867107283
Peptoanaerobacter stomatis	-0.36829260729415214	0.7461169697087833	0.8586598413417708
Peptostreptococcus anaerobius	-1.780481375680993	-2.343582835074085	-0.13693740196725024
Peptostreptococcaceae bacterium oral taxon 113	-0.11176899813277519	-3.780662503119129	2.2120494621227156
Eggerthia catenaformis	-0.661368884073327	-2.825677838202137	1.4244919794032942
Solobacterium moorei	0.04821320630448067	0.010688457612378244	-1.070251486973964
Centipeda periodontii	1.2940966115130683	-0.22906371581138885	0.12070772819022046
Mitsuokella sp. oral taxon 131	1.0526139364375373	-9.532431092138903	-2.634606145100795
Selenomonas artemidis	0.1379086599482795	1.8686118460935184	1.7354362981746565
Selenomonas felix	-0.8026636018620232	-0.9173667095858038	-7.340542576985561
Selenomonas flueggei	0.3505978212489387	-1.0555770062166632	-8.410910390095912
Selenomonas infelix	0.9711811170710822	0.847883079175336	0.5024606960246931
Selenomonas noxia	2.6967703924311897	0.25558963787971223	-0.03877618141671313
Selenomonas ruminantium	-2.6688442602024773	-6.134149041052479	0.5641542451808821
Selenomonas sputigena	2.36124017096894	-0.6371345184999884	0.6351929681728254
Selenomonas sp. F0473	-3.128828085886071	1.2133796848100253	3.602016784472264
Selenomonas sp. oral taxon 126	0.8368658647670051	0.1279058791440555	1.3125362174938093
Selenomonas sp. oral taxon 136	-0.861045397745202	-0.8577437065798224	-0.8646295291950334
Selenomonas sp. oral taxon 138	0.8215723858012458	-0.2828550003725461	0.6080198066661726
Selenomonas sp. oral taxon 149	-0.9976213350163201	-0.8966827057558477	-7.164458058552944
Selenomonas sp. oral taxon 478	-0.5457127466068963	-1.6168920658785284	-7.590300343709194
Selenomonas sp. oral taxon 892	0.4070371017588874	0.006202016000134591	2.1828807967136274
Selenomonas sp. oral taxon 920	0.815256796850135	-0.1410903595644406	0.8656713741252791
Anaeroglobus geminatus	1.0491481647624274	-1.529841151114124	0.9298590200374495
Dialister invisus	0.9095265493525764	0.6522086597722598	2.1319684760997664
Dialister pneumosintes	-2.646131075845788	1.7476081736129352	3.836331226153172
Megasphaera micronuciformis	-1.51021055124862	0.8881461955350467	-6.72041489906808
Veillonella sp. 3_1_44	-0.7568145170078973	2.3731050826352664	-0.9799046737720598
Veillonella sp. 6_1_27	-0.64398101709945	2.2046708203595706	-0.9623897296955217
Veillonella sp. HPA0037	-1.79591874025924	-1.69407721983971	-6.474152348714076
Veillonella atypica	0.02230354405777657	-0.6116532944399298	-8.124237797932826
Veillonella dispar	-2.190401114450524	2.5012011863034793	-6.093523762898647
Veillonella parvula	1.8132072911395332	2.1237732507031986	-0.12331797905465258
Veillonella rodentium	-0.8983445539341668	0.33943227303443635	-7.284885190205776
Veillonella tobetsuensis	-2.792130030618737	0.46642056477485383	-5.563324711995326
Parvimonas micra	0.3123529777659675	1.3049269653600284	1.7283814328143965
Parvimonas sp. KA00067	-3.069811858163903	0.7074898220342227	1.2293609159419905
