featureid	Intercept	C(Sex, Treatment('Male'))[T.Female]	C(Sex, Treatment('Male'))[T.Unknown]
Leptotrichia hofstadii	1.356375107516035	0.5474862090757355	3.816997557532959
Leptotrichia shahii	0.41839922403214835	0.856342279117392	2.333481818092041
Leptotrichia trevisanii	0.5149127337825146	0.519522838990973	3.4799084957958986
Leptotrichia wadei	1.8357899281871166	0.6871199931463465	1.8838210400463868
Leptotrichia sp. oral taxon 212	2.503272326637491	-0.6335399367401138	4.304309397590332
Leptotrichia sp. oral taxon 215	0.9651935193431225	-0.16493483563156275	3.4082346257092286
Leptotrichia sp. oral taxon 225	0.7335492465388622	0.4294345460346207	3.724280386817627
Leptotrichia sp. oral taxon 498	1.087383398760542	0.7485039166620231	-5.711242169487305
Leptotrichia sp. oral taxon 847	-0.5314315464604045	0.797651544909761	-4.3676564398883055
Leptotrichia sp. oral taxon 879	0.4348081443202343	0.9138479463270173	5.314361601722412
Lautropia mirabilis	4.685227761019453	-0.9429662444183364	5.164114504707031
Ottowia sp. oral taxon 894	5.014418730486616	-2.143607161242678	-9.119928330528563
Eikenella corrodens	3.1456572506320324	-1.510223887164308	3.027341395270996
Eikenella sp. HMSC061C02	0.8320858571421947	-2.081264517504885	2.815067797553711
Kingella denitrificans	2.2791462335479107	-1.0991897799560562	2.8485179242016603
Kingella oralis	1.644137570608839	1.3491081974914536	3.667902499091797
Morococcus cerebrosus	2.0674810502421703	-1.3795771815368667	1.4226074513317872
Neisseria bacilliformis	1.783303568114027	-0.6564704396316543	5.801686793220215
Neisseria elongata	3.811209330309614	-0.7378567673751846	3.8266191777111818
Neisseria gonorrhoeae	0.035830864657148354	-1.244987390238954	2.4079804715039064
Neisseria lactamica	-0.8190079834568662	-0.7281978346893325	-4.121591776954956
Neisseria macacae	1.0601867530238476	-0.5131672837326064	1.403265744102173
Neisseria meningitidis	0.5625549647700634	-1.0006250359603897	2.3098461922528077
Neisseria mucosa	1.0746964309108105	-1.9012890078613305	-5.694890469658203
Neisseria polysaccharea	-1.5601187851536418	-1.0782535292694106	-3.542314023125
Neisseria sicca	1.7680931184184399	-0.9271066405365005	0.7605368193508912
Neisseria sp. GT4A_CT1	0.32216299508927726	-0.6566717841217065	-5.057976693260498
Neisseria sp. HMSC03D10	1.146193394411787	-1.5441327311584487	-5.755195588218994
Neisseria sp. HMSC055F11	-0.4099336769688273	-1.0477020957061782	-4.449135035621948
Neisseria sp. HMSC055H02	0.6682159993541088	-0.7865739085266128	-5.355412930595703
Neisseria sp. HMSC056A03	-0.5318692829716349	-0.659050724703981	-4.3800935450671385
Neisseria sp. HMSC059F02	-0.3181680348026905	-1.3216376521179214	-4.520508736717529
Neisseria sp. HMSC061B04	-1.6584230568516398	-1.3531241633483901	-3.462651938545532
Neisseria sp. HMSC064D07	-2.31154691244246	-0.5439045645782485	-2.998561352836914
Neisseria sp. HMSC064E01	1.4662798735987987	-1.2625887610504165	0.967278867614441
Neisseria sp. HMSC064F04	0.6121665332209911	-1.4135318018981948	-5.298453778374023
Neisseria sp. HMSC065C04	-1.9163595345127726	-1.338015339572145	-3.2702936831591796
Neisseria sp. HMSC065D04	1.0106053445231762	-0.5500619628021255	1.4676187332989503
Neisseria sp. HMSC066H01	-2.629918208371415	-0.7716384150573745	-2.773184508430786
Neisseria sp. HMSC067H09	-1.7460080292332316	-0.7573164918014541	-3.3997347060321044
Neisseria sp. HMSC068C04	-1.4909106400120402	-0.7573354460784927	4.727063685310059
Neisseria sp. HMSC069H12	-0.8069316055882121	-0.43610896845550684	-4.156944960701294
Neisseria sp. HMSC070E12	-0.08943234945417977	-1.1993937708923355	-4.709763974296875
Neisseria sp. HMSC072C05	-3.097501387845292	-0.7869014956542983	-2.4201968613742064
Neisseria sp. HMSC072F04	0.4948030803096142	-0.4070415713378921	-5.207365960228271
Neisseria sp. HMSC073B07	-0.5048910286533976	-0.9370105483123794	-4.380847186195679
Neisseria sp. HMSC073G10	-2.1897708084690715	-1.3075535513946548	-3.0911743346331786
Neisseria sp. HMSC074B07	0.16567934488175773	-0.6475204445907607	-4.926302403557129
Neisseria sp. HMSC077D05	1.2678841445338573	-0.7673049189636245	1.1251492794873048
Neisseria sp. HMSC078C12	-2.4100252297032023	-0.7835885502883926	-2.9301452342150878
Neisseria sp. HMSC15C08	0.6065836045634594	-0.9724105813095107	-5.302662819969482
Neisseria sp. HMSC31F04	1.5295935962092724	-0.6899733759948745	3.8393607434155275
Neisseria sp. HMSC70E02	1.5598880145442333	-1.0585688569137588	1.063839941871338
Neisseria sp. KEM232	-0.7866083290684367	-2.4205649115631127	-4.170521229851074
Neisseria sp. oral taxon 014	1.4675425383937206	0.4658703587463364	1.2192662056805421
Neisseria sp. oral taxon 020	-2.4692889359104777	-0.3633077361175552	-2.8790297213671874
Propionivibrio dicarboxylicus	-4.3057471420872355	-0.09445681353302149	-1.6302607360957335
Desulfobulbus oralis	2.164364347208723	1.265154220860289	-6.591778248894043
Desulfomicrobium orale	0.5049330088984814	2.3326912901809673	-5.168581933128662
Campylobacter concisus	0.5872091147792187	1.0931264839580521	3.070849209678345
Campylobacter curvus	-0.7426408436405803	0.6452496431282029	-4.186694831001587
Campylobacter gracilis	2.118586042870268	0.2981455705574021	1.1074782904507448
Campylobacter showae	2.745126912344679	-0.32454373617859034	4.074957400214844
Campylobacter sp. 10_1_50	-3.3634863998997355	1.2016181133201584	-2.2341375056384276
Cardiobacterium hominis	2.93202493523477	0.4965085468700394	4.955552607429199
Cardiobacterium valvarum	2.735302710880026	-1.236977241236879	4.248261481177979
Aggregatibacter actinomycetemcomitans	-1.048973431836381	-1.268876574237062	-3.9623059931872557
Aggregatibacter aphrophilus	3.6899530980479565	-2.091112396914675	-1.4534879032252501
Aggregatibacter segnis	2.1205255184066143	-0.4111154295990005	1.8855614956738282
Aggregatibacter sp. oral taxon 458	0.8289481494319286	0.515366532604979	2.448101311576538
Haemophilus haemolyticus	-0.7586821224796916	0.053443350594328365	-4.1653294268725585
Haemophilus influenzae	-1.6617342140782023	-0.21718909521789698	-3.4491123858569335
Haemophilus parainfluenzae	2.7773150298487987	0.8698654703309998	2.143016844642334
Haemophilus sp. CCUG 60358	-0.5298823025334025	0.23458866099624487	-4.340142697441406
Haemophilus sp. HMSC061E01	-0.7666908409702922	0.7341794918736682	-4.151136845695801
Haemophilus sp. HMSC068C11	-0.6175271179783488	0.6173696226885781	-4.271059483635254
Haemophilus sp. HMSC073C03	-1.2886122372257853	0.47431638161449285	-3.7488419715045165
Haemophilus sp. HMSC61B11	0.33931196664689445	0.020373441975401363	-5.072639435875244
Haemophilus sp. HMSC71H05	-0.7957590725529338	0.5653006515911088	-4.126825541603393
Pseudomonas nitroreducens	-3.073591819058671	-0.8174414851257339	-2.4497755471347045
Vibrio agarivorans	-3.588930239926591	-0.9845385768005395	-2.100574225532837
Vibrio cyclitrophicus	-3.036568751584306	1.7551507733276352	-2.4294776621936034
Vibrio owensii	-3.106069197903886	-0.8635289885589614	-2.4285196963427733
Treponema denticola	2.152269938935026	-0.5420656420776382	-6.591022938835449
Treponema lecithinolyticum	0.5273257586848583	-0.09124746103973536	-5.2091550532458495
Treponema maltophilum	1.5631044599902477	0.272905834715651	0.9458478983761598
Treponema medium	0.6495651099574413	0.49240847746639105	2.1323347386242677
Treponema pedis	-4.692399134885087	0.08154145697860571	-1.392511695968933
Treponema putidum	-0.6730455067265178	-0.14970596810074	-4.210093945610351
Treponema socranskii	2.15639079545854	0.1661853573730454	3.2976556118847657
Treponema vincentii	0.11619628404496574	0.31213802913932653	3.082835465324097
Treponema sp. OMZ 838	0.8530007693660107	0.26976168970374914	2.0795059498669435
Actinobaculum sp. oral taxon 183	2.3813694063317623	1.637086548607634	-6.778149575340576
Actinomyces bouchesdurhonensis	-1.9727808144199992	-1.7988579489776635	4.999472647559815
Actinomyces dentalis	4.52179242109178	0.07004163483886483	1.866647034537964
Actinomyces gerencseriae	2.2280409428965893	0.8015761531403527	1.510020762336426
Actinomyces israelii	3.416517088164076	-0.17751141567917017	1.892826586616211
Actinomyces johnsonii	1.552502045382246	0.3932555399349198	0.871058016669922
Actinomyces massiliensis	2.9317496213805523	0.8594341359546647	1.229591518294983
Actinomyces naeslundii	3.0329800639045086	0.5372552506139741	0.9731127318264772
Actinomyces oris	3.911075124491438	1.0123177848270402	2.3959362801434327
Actinomyces radicidentis	0.4705897662532177	-1.9480211951324486	3.8011970814587404
Actinomyces ruminicola	-0.046597113858476646	-0.809179685313417	3.3780598935009767
Actinomyces slackii	-0.8741997387516642	-1.054636023242189	3.5426402386547853
Actinomyces timonensis	-0.02987109686018563	-0.10891624470443872	3.035879164588623
Actinomyces urogenitalis	-0.05599986578108407	-1.7812795855590844	3.8458519276501466
Actinomyces viscosus	1.1375012490641918	0.9417280636241898	2.240308552634888
Actinomyces sp. HMSC035G02	-0.13041507269026376	-1.8276481844970727	5.189172297370606
Actinomyces sp. HMSC075C01	0.12278688882707023	1.1234155080726609	2.3740854557873536
Actinomyces sp. HMSC08A09	1.2250925395381298	0.8709681860616669	2.4177749451519777
Actinomyces sp. HPA0247	-0.3979550507176066	-0.41576220770568995	5.204339533698731
Actinomyces sp. oral taxon 170	2.566320346177056	0.5103116265943513	-0.17995411192161548
Actinomyces sp. oral taxon 171	1.7785924169909801	1.515044667523192	3.7771869000317384
Actinomyces sp. oral taxon 172	-0.9284869339573527	-1.4936986186096206	4.857236891639404
Actinomyces sp. oral taxon 178	-1.562905898343339	0.4961714528015122	-3.531363219368286
Actinomyces sp. oral taxon 180	-1.5373216774571086	-0.20856507797928003	4.587575465095215
Actinomyces sp. oral taxon 414	3.8087411019694652	-0.045460484225465336	0.9518425759197999
Actinomyces sp. oral taxon 448	1.231338510264143	2.3031213066986065	1.0142973955990602
Actinomyces sp. oral taxon 848	1.1035310122859325	1.126020588677214	-5.714755028831787
Actinomyces sp. oral taxon 849	0.4559275004756298	0.26242289761810156	-5.155686825859375
Actinomyces sp. oral taxon 877	0.05445040201066398	0.42943961242942663	2.894723683250122
Schaalia cardiffensis	1.7249257061374035	-0.4855811812469497	1.59151223267334
Schaalia georgiae	-0.4729622509586955	0.9703308425357804	-4.409759492027588
Schaalia odontolytica	3.272322306383833	-2.216635248858645	5.042659788978272
Bifidobacterium dentium	-1.003344884167924	0.0625932000091538	-3.9475423995135497
Corynebacterium argentoratense	-2.1197234299290324	0.5262467942646012	-3.180946320640869
Corynebacterium diphtheriae	-4.146162619839921	0.5866492621114716	-1.7482014599917601
Corynebacterium durum	3.04133690332292	0.6513451419284806	2.921555310142212
Corynebacterium matruchotii	5.064993509997114	0.776968442600058	2.7415118512036134
Mycobacterium leprae	-2.3995577004063273	-0.32820167322845606	-2.9240250292895507
Cellulomonas flavigena	-0.9595507290470744	-0.5397988774368301	4.730238943946533
Kytococcus sedentarius	-0.38759790922285564	-0.2133537747451797	4.610804110419922
Rothia aeria	3.9198483321559277	-0.26044269581527857	-1.635366887199707
Rothia dentocariosa	1.5113072488200512	1.3639092228820786	3.9232983883740236
Rothia sp. HMSC036D11	0.5960537288081493	1.957581379216002	3.116102009666138
Rothia sp. HMSC058E10	-0.24557029272200204	1.1596144519260392	4.776173621070557
Rothia sp. HMSC064D08	0.5373219344508495	1.2076962373664841	3.1049740609051515
Rothia sp. HMSC065D02	-0.24650107885481454	1.369300105374144	4.347322016608887
Rothia sp. HMSC065G12	-0.5683993008244181	1.3085191033294663	4.32853034104126
Rothia sp. HMSC067H10	0.3211900088679638	1.1298982582500443	3.6425690945507814
Rothia sp. HMSC069C01	-0.03059112096907235	1.4384636662414536	3.562926321876221
Rothia sp. HMSC071F11	-0.12211309934736825	1.2743016860893235	3.4209771450878907
Rothia sp. HMSC08A08	-0.6186510231602336	1.3078014038017258	4.4136147793652345
Xylanimonas cellulosilytica	0.15039552186845206	-2.177997372348025	4.835851698768311
Sanguibacter keddieii	-0.3347693588841114	-1.5281574942657485	4.9782533940197755
Propionibacterium australiense	-1.9301525261509562	-0.5983845212051406	-3.2336768809436034
Propionibacterium sp. oral taxon 192	1.3169239852320995	-1.2455226399490371	1.015138417136841
Pseudopropionibacterium propionicum	4.718009123553022	-0.4280611493179336	2.054180174720459
Tessaracoccus flavescens	-3.3338657524693156	-0.1007300831863418	-2.2287929955599974
Tessaracoccus flavus	-3.6283627655613566	0.2103912911823258	-2.03695353900177
Tessaracoccus sp. T2.5-30	-3.1440039780247355	0.12874738196639868	-2.359692782509155
Streptomyces turgidiscabies	-2.788457026730792	-0.8568917729446426	-2.6502439681170653
Atopobium parvulum	-2.0463429596531535	1.2193077586105332	-3.1793939772723387
Atopobium rimae	-3.362104525815263	1.3699752471855149	-2.230018109428711
Atopobium sp. oral taxon 810	-0.6223035957920695	-0.9851737238952651	-4.259210318672485
Olsenella uli	1.8466629478823986	0.028441347878263912	1.3734839257122804
Olsenella sp. oral taxon 807	3.4665729496371593	0.09497246960906836	1.6514709290386964
Cryptobacterium curtum	-3.1103306915867472	0.815954492192553	-2.383528918373413
Slackia exigua	-0.08420645261885262	0.43981895665435644	-4.698714703666992
Anaerolineaceae bacterium oral taxon 439	2.8230306599032726	0.6345211348941788	1.821417837989502
Bacillus paralicheniformis	-2.657405009518876	0.09758666972427221	-2.7251183692095946
Gemella morbillorum	1.3084820601832714	-0.7099089839050308	5.245256930244141
Abiotrophia defectiva	2.0631691608321514	-1.151723048884584	5.016994505775147
Abiotrophia sp. HMSC24B09	2.248665282477125	-1.595130703646852	5.341212778937988
Granulicatella adiacens	0.2664152476680126	-1.538632891375734	3.5135832127453615
Granulicatella sp. 572.rep1_STHE	-0.01150857473494149	-1.2141441323349023	3.5874023732067872
Granulicatella sp. HMSC30F09	0.10474241708634757	-1.4187736727783218	3.561664133918457
Granulicatella sp. HMSC31F03	-0.04951488042952157	-1.5349204756805435	3.481507807624512
Streptococcus anginosus	-0.8587852623570109	-0.22131778975219873	3.5330820378186036
Streptococcus constellatus	-4.138871302853837	0.32720277528076025	-1.7090172473071288
Streptococcus intermedius	-0.016809811841264732	0.7351548753192887	2.8143241700054933
Streptococcus cristatus	1.8472183439624157	0.45100266556053015	3.402634650123291
Streptococcus gordonii	2.2407979164016094	-0.5798500992843643	4.015335589301758
Streptococcus infantis	0.24068106149552726	-2.0611782290527367	-5.016777962791748
Streptococcus massiliensis	-2.953535666714921	-0.9154252030441299	-2.5151441994784545
Streptococcus mitis	1.084158072222456	-0.07062973757476954	2.393250971687012
Streptococcus mutans	1.6305550429713573	0.894954927962111	-6.119781464683838
Streptococcus oralis	3.0344199333083477	0.11629781941680761	3.837606459510498
Streptococcus parasanguinis	-1.6164466049778605	0.8764231733491883	4.448051958930664
Streptococcus pneumoniae	-0.3155902531254444	-0.04518362065048365	3.0979385670544435
Streptococcus pseudopneumoniae	0.24522126649735831	0.37223363737373205	3.8458800610424806
Streptococcus salivarius	0.5616003367793407	-0.8430760123321548	3.9552030857922365
Streptococcus sanguinis	4.911785015810713	-1.17887415667267	3.7454729374768068
Streptococcus sp. 263_SSPC	-0.4210406448948527	-1.3991778113433853	3.074474364173584
Streptococcus sp. 2_1_36FAA	-0.2950020935642872	-0.3246739127227798	3.907197981727295
Streptococcus sp. C300	-0.48609696889997966	0.35281670908241125	3.9070506390454103
Streptococcus sp. DD04	1.0243636462581005	0.34948978642730566	1.8844969567181398
Streptococcus sp. F0441	-0.834622493039384	-0.11193349142761377	3.2255554493786622
Streptococcus sp. HMSC062B01	-0.8515521195042277	-0.26414599199981836	4.163801222694092
Streptococcus sp. HMSC062D07	-0.24704085851790047	-2.078785202700808	-4.616017550575561
Streptococcus sp. HMSC062H02	-1.3443654682743693	1.247423805992888	3.8438792523266603
Streptococcus sp. HMSC066F01	-0.8815919067967082	0.38832003692893835	4.127436667335205
Streptococcus sp. HMSC072D05	-0.3700448181736622	0.8323179117849335	3.4631543454052736
Streptococcus sp. HMSC072D07	-2.719915976773515	1.5763665817192063	-2.635364503013916
Streptococcus sp. HMSC077F03	-1.6227933075535441	0.7842823944499955	3.967110663306885
Streptococcus sp. HMSC10A01	-1.322345366727128	-0.3395184495040908	4.531939059150391
Streptococcus sp. M143	-2.241841902982011	1.4529595754554734	-2.9922780696032714
Streptococcus sp. NLAE-zl-C503	-1.144913544904008	0.44660402159004065	3.28487160767334
Streptococcus sp. NPS 308	0.49580801462052726	-1.3719434954711929	2.1669013794781495
Streptococcus sp. oral taxon 058	-1.2033630516636515	0.3753916106632218	-3.818738192665405
Streptococcus sp. oral taxon 064	-1.4852758553135539	0.8869773379972443	4.03480532730835
Streptococcus sp. oral taxon 071	-0.7930828240025187	-0.12153037567825464	3.041881829154663
[Eubacterium] brachy	0.09093321298478507	0.18446312169341894	2.6390860375286866
[Eubacterium] infirmum	-0.5622795727360392	0.42856691102294775	2.810382157218628
[Eubacterium] minutum	1.82923836444734	0.584780343573378	0.7844096716763307
[Eubacterium] saphenum	0.9326129052531567	0.24984491686134191	-5.507630795585937
[Eubacterium] sulci	-3.0282412674534465	1.223435618679808	-2.4644930068133544
Mogibacterium diversum	-1.0924407150852824	0.467989721100615	-3.8958880606768798
Mogibacterium pumilum	-1.0735837128269816	0.30282823066024633	-3.8896174136279296
Pseudoramibacter alactolyticus	0.0845145079982128	2.023442842762755	3.704366713416748
Catonella morbi	1.029540905703291	-0.3388391949722305	2.24338892067688
Johnsonella ignava	0.8062481973063793	-0.30882301111908106	1.8983803089978029
Lachnoanaerobaculum saburreum	1.2011832091700878	0.21278939465789648	1.74227169121521
Lachnoanaerobaculum umeaense	-1.3901184704411174	0.40779415587692114	-3.68666479026062
Lachnoanaerobaculum sp. OBRC5-5	-0.2726005222904835	0.3214405856540665	-4.5593888465045165
Oribacterium sinus	-2.825504889737382	0.16263238410262915	-2.602296918976135
Oribacterium sp. oral taxon 078	1.1480425689112987	-0.7802142121383682	-5.747888535606689
Shuttleworthia satelles	-2.796255698453204	-0.6078430630752578	-2.6131757203219603
Stomatobaculum longum	-0.5896998550999308	0.753417034398602	-4.311172694313354
Lachnospiraceae bacterium oral taxon 082	-1.462376227628007	0.6462487138321862	-3.6244666281817626
Lachnospiraceae bacterium oral taxon 500	1.2502735946070995	0.0632871172836289	1.7635584172131349
Filifactor alocis	-0.03875290418745614	0.5684260062387452	-4.715795964348144
[Eubacterium] yurii	0.45822275613664054	-1.1261466958114639	1.7117760475994874
Peptoanaerobacter stomatis	-0.4687694218266154	-0.48293521185608057	-4.390863627540893
Peptostreptococcus anaerobius	-2.629400840054765	-0.520586631495668	-2.7315554324267577
Peptostreptococcaceae bacterium oral taxon 113	-0.021125188123003014	0.028955318730162105	-4.735886544334717
Eggerthia catenaformis	-1.1400476601231242	0.09654579381255957	-3.8371486369250487
Solobacterium moorei	-1.0723553803074504	0.47682275692729803	-3.929981679069824
Centipeda periodontii	0.4253820273768749	0.06360695580749365	3.5079751309277345
Mitsuokella sp. oral taxon 131	0.32986772989152335	-0.41524674673767237	-5.032873601066894
Selenomonas artemidis	0.3284086081874218	0.5895578868201241	3.810945540321045
Selenomonas felix	-2.0910030510533	0.17987499455718847	-3.1410865489123534
Selenomonas flueggei	-1.1090963986027385	0.4558993659427628	-3.903283566582031
Selenomonas infelix	0.3960489127528515	0.4334941885879502	3.274052172553711
Selenomonas noxia	1.977175364245161	0.20464257220535131	2.763939410102539
Selenomonas ruminantium	-4.529226889859452	1.50994477490692	-1.473500579941101
Selenomonas sputigena	1.3203480336558666	0.5831576369216904	3.4120159443737794
Selenomonas sp. F0473	-1.1249214317906047	-1.8195672251770043	-3.8640718165515135
Selenomonas sp. oral taxon 126	0.19016087983964347	0.6153987951090798	3.7048745449902345
Selenomonas sp. oral taxon 136	-2.0803795960056926	0.38486085156707617	-3.1404206458209227
Selenomonas sp. oral taxon 138	0.003540405977949135	0.1722464940956101	3.949577360999756
Selenomonas sp. oral taxon 149	-2.353022685300126	0.3348211727550492	-2.9346899691699218
Selenomonas sp. oral taxon 478	-1.9033514168369914	0.19827476958541723	-3.28320381079895
Selenomonas sp. oral taxon 892	0.7675821874034252	-0.8118403174469009	4.636694937598877
Selenomonas sp. oral taxon 920	-0.007380595456377037	0.2731211266925797	4.75022748078125
Anaeroglobus geminatus	0.28141725992082023	0.28894922951965185	2.7701442536236573
Dialister invisus	0.9410705659282055	0.4331368885448441	3.050888806235962
Dialister pneumosintes	-1.2307163384068156	0.666204699080275	-3.7818414870379637
Megasphaera micronuciformis	-2.7683111336338664	1.1732925556114182	-2.6493196192858885
Veillonella sp. 3_1_44	-0.919214835416093	1.2945244095733628	-4.031052798378296
Veillonella sp. 6_1_27	-0.8922423031437541	1.2312055013587937	-4.050963133919067
Veillonella sp. HPA0037	-4.658691993008866	2.141317941944884	-1.4260477129100035
Veillonella atypica	-2.356923690091386	1.7645901225021348	-2.9521002474902343
Veillonella dispar	-2.1622344162571574	0.9383860311916337	-3.068897217857666
Veillonella parvula	1.6080533954989757	1.0977309725692734	2.833462983024292
Veillonella rodentium	-2.8600989487278605	1.7226521752288804	-2.5740778151629637
Veillonella tobetsuensis	-5.152402034055009	2.1927265904357895	-1.157870263206787
Parvimonas micra	0.4224802348506298	0.2982264242580399	-5.126854867088623
