featureid	Intercept	C(Market_economy, Treatment('Farming'))[T.Forrest camp]	C(Market_economy, Treatment('Farming'))[T.Industrial]	C(Market_economy, Treatment('Farming'))[T.Logging road]
Capnocytophaga sp. oral taxon 336	0.3254926330882357	-0.17528078366337496	-0.0684558533217281	-0.2692838610241015
Capnocytophaga sp. oral taxon 338	-0.16191147495924962	0.3045714047151975	1.2570189453576228	0.1557216047218235
Capnocytophaga sp. oral taxon 380	0.36268140147507655	-0.10366434265194613	-0.010797717430768294	-0.310902580721101
Capnocytophaga sp. oral taxon 863	1.274888289673929	0.6485872526067666	0.918448590385589	0.014739680933038457
Capnocytophaga sp. oral taxon 864	0.2595830089885043	-0.11330581117687899	-0.191876926281628	-0.3106196374723522
Capnocytophaga sp. oral taxon 878	0.13143636058152186	0.26217416267575544	1.5646506167863041	-0.2445229888984768
Bacteroidetes oral taxon 274	2.4965494326788233	0.8191644806760721	1.0644165642474324	0.24130068709162877
Candidatus Kryptonium thompsoni	0.5667221672374056	-0.009223256598097862	-3.0173690699126103	-0.007720533860643641
Fusobacterium hwasookii	1.1005040533381747	0.35172644782544893	0.6312997557137638	-0.023452619192918966
Fusobacterium nucleatum	3.185219181283121	0.07297765802325529	0.36547013296824904	-0.00876675556393458
Fusobacterium periodonticum	1.7422806150752352	-0.19157627631245333	-0.93398694024342	-0.2283016295263378
Fusobacterium sp. HMSC064B11	-0.19763349224745763	0.19600811194361967	-0.38029710278767137	0.14246211935786324
Fusobacterium sp. HMSC064B12	-2.6222834460896216	-0.6089827756982871	1.571306965491595	-0.26141336570473594
Fusobacterium sp. oral taxon 203	-0.9891428821247779	0.11354806612910551	0.5274331189606816	-0.053406004896183745
Fusobacterium sp. oral taxon 370	-0.39363239933669103	0.1737520207065515	-3.533331432202039	-0.04456292789874805
Leptotrichia buccalis	3.326800060971384	0.6794155795473031	-2.6954746626402715	0.27215497185496407
Leptotrichia goodfellowii	0.5065138466197299	-1.222323511133773	0.37830712570888103	-1.1763458401987155
Leptotrichia hofstadii	2.722371717496519	0.3684101241055302	-1.5973050974394658	0.04852516193894463
Leptotrichia shahii	2.1206139750319766	0.38142051327707094	-3.420395412304578	0.3620626478364857
Leptotrichia trevisanii	1.6787621505099581	0.4895803142684869	-1.3261495016600469	0.2981304078271778
Leptotrichia wadei	3.608326507313852	-0.0806013684373923	-2.6480193518187383	-0.04543994819725139
Leptotrichia sp. oral taxon 212	2.430191380484705	0.24355034123839658	0.2158936478112361	0.11044283201006966
Leptotrichia sp. oral taxon 215	1.7349382765132235	-0.09630769897518832	-0.7935427807356685	-0.28151163469048424
Leptotrichia sp. oral taxon 225	1.9872202999430941	0.4881406981843881	-1.609287061550794	0.1380981503894727
Leptotrichia sp. oral taxon 498	2.9217133946257876	0.036951835860627114	-4.8362217329527715	0.194933578269759
Leptotrichia sp. oral taxon 847	1.2911349661189364	0.009421076287644325	-3.8958955191161015	0.24011565734652596
Leptotrichia sp. oral taxon 879	1.792458725674753	0.47385128926219267	-0.8086940430189946	0.20856960107592748
Lautropia mirabilis	4.134681475861673	-0.23957971144734103	0.9484855115328452	0.0670740901401432
Ottowia sp. oral taxon 894	2.8567392356234835	1.0908665914434366	2.0992574311707646	0.46260915686396675
Eikenella corrodens	1.4835540182429598	0.4261355210441522	1.723806998870196	0.25512520958689766
Eikenella sp. HMSC061C02	-0.9706880920094214	0.47308817099513334	1.7986829496834895	-0.0528871269056399
Kingella denitrificans	1.2911770469981478	-0.20121065188465792	1.0164721377108723	0.36360619951991247
Kingella oralis	1.197010648949747	-1.0976152162653037	1.8290859080765864	-0.0782176629731266
Morococcus cerebrosus	1.372208607895975	-0.6041443686586447	0.6690620697949559	-0.3939977736303417
Neisseria bacilliformis	0.28717805217087733	0.863840367307084	2.2421807862733028	0.5502756683996113
Neisseria elongata	3.005992127164011	-0.36209097910938937	1.0709488756869465	-0.34789438555928065
Neisseria gonorrhoeae	-0.7263622157734595	0.5330004055398874	0.760733506820026	-0.5186902434656231
Neisseria lactamica	-1.3210346572560034	0.0016529817480019915	0.565836093566241	0.1456869243553074
Neisseria macacae	0.2648203499156283	-0.36785301972447115	0.9622378043745181	0.6933237164190214
Neisseria meningitidis	-0.5413899295490943	-0.3388902287584372	1.2141009785149723	0.0270914732387455
Neisseria mucosa	-0.23656557728468908	-0.5130659680467673	1.2415959156964451	-0.11507575224133415
Neisseria polysaccharea	-2.58456944157302	-0.7809381227594443	1.1012440390799672	-0.24110944579335047
Neisseria sicca	0.401188624604349	-0.22384956885395724	1.4994821764443547	0.06158246834782766
Neisseria sp. GT4A_CT1	-0.6239764564198218	-0.45215276289997774	1.0911024428818843	0.5242164580991666
Neisseria sp. HMSC03D10	-0.21289323498427404	-0.7430598478418418	1.3539871193383366	-0.1392937899658282
Neisseria sp. HMSC055F11	-1.2856609695118628	0.6711929697889261	0.8964271770705015	-0.2973496169874279
Neisseria sp. HMSC055H02	-0.529722201125022	-0.4227612357240744	1.3514817573044917	0.13420751680640297
Neisseria sp. HMSC056A03	-0.47031043698012454	-0.009258631954772056	-0.2425133369948247	0.4030680804422291
Neisseria sp. HMSC059F02	-1.7427296512287818	0.7325608391660623	1.4310456730340153	0.23918439437655614
Neisseria sp. HMSC061B04	-2.2249112003010474	-0.3324060778719016	0.4361506320450923	0.3106241970231922
Neisseria sp. HMSC064D07	-2.4782137744587622	-0.6459643583398886	0.21642514242869915	0.0869245528152387
Neisseria sp. HMSC064E01	0.01563097308457362	0.5476661581891946	1.507570288321796	-0.01884743767770125
Neisseria sp. HMSC064F04	-0.7701077335041724	0.22718190740527433	1.3960614718411595	-0.07500446598025157
Neisseria sp. HMSC065C04	-2.8126945369404517	-0.42260280657826144	0.8498727597211024	0.25777329494265633
Neisseria sp. HMSC065D04	0.1378979809123324	-0.3363847475153037	1.0544671483252666	0.5241824238469999
Neisseria sp. HMSC066H01	-2.3319244258564673	-0.2459395270448752	-0.5431243561293453	-0.15280618528815104
Neisseria sp. HMSC067H09	-3.191186415449973	-4.844244931231124	1.6674942590211064	-1.0030362160036175
Neisseria sp. HMSC068C04	-1.3819522731465064	-0.5978436808687277	0.04753252043468059	0.21338494111804085
Neisseria sp. HMSC069H12	-0.44465039898573977	0.01040416549624723	-0.631493248799023	0.4240100829770963
Neisseria sp. HMSC070E12	-1.149651753203269	0.48793789338053983	1.0613402046178004	0.06778693188933449
Neisseria sp. HMSC072C05	-3.5681347720783894	0.16564488004626554	0.4160529293034694	0.4774623363187702
Neisseria sp. HMSC072F04	-0.614737259642478	-0.6927534084421225	1.3971750058148533	0.27481316019801216
Neisseria sp. HMSC073B07	-1.3058352344196997	-0.936073635111434	0.891884126878205	-0.2990365774461834
Neisseria sp. HMSC073G10	-2.7638568751972876	-0.5253631811243125	0.44001632108432265	0.2368828206231992
Neisseria sp. HMSC074B07	-0.7595465057057105	-0.5904824476343222	1.0812290675852916	0.4396956710985105
Neisseria sp. HMSC077D05	-0.17809151341139806	-0.4561261873346396	1.6340485431168696	0.33899457742480354
Neisseria sp. HMSC078C12	-2.2518610828083716	-0.06856763769207674	-0.4213970087553829	0.1765646337440403
Neisseria sp. HMSC15C08	-0.5735418670338355	-0.17800805378971774	1.2831197298977992	-0.13158642510863228
Neisseria sp. HMSC31F04	0.8682997352916049	-0.28487137366352755	0.9233480237339169	-0.2965237052270968
Neisseria sp. HMSC70E02	0.35492636035264	-0.5177623968225546	1.2666814841244847	0.4170317201784055
Neisseria sp. KEM232	-2.422703730360862	-0.7187453250986167	1.4984452344391963	0.690336570041457
Neisseria sp. oral taxon 014	2.880502534611826	-1.494019363413436	-1.216185130932507	-0.5732096583673565
Neisseria sp. oral taxon 020	-3.500889765517112	0.6981698830026559	1.0071603946302563	1.8525056688955228
Propionivibrio dicarboxylicus	-3.7026147716206275	1.8462519903081827	-6.525336303570447	0.46141587187556343
Desulfobulbus oralis	1.543293846352701	0.21434948932112974	1.9496667005036494	-0.7768170983621685
Desulfomicrobium orale	0.8288625604945468	-1.0395145158868857	1.9160303689454228	-3.1351449639627544
Campylobacter concisus	0.5678951866465853	0.12034806202830595	1.1135276622985026	0.36120741059092687
Campylobacter curvus	-1.092764364973899	0.5748814750808648	1.120145312688174	0.13216377784518318
Campylobacter gracilis	2.7095643482643412	0.12622946094455045	-0.2606027506377071	-0.2729515583345501
Campylobacter showae	2.2006099946337985	0.8433264453309945	0.8610966905866286	0.16211487342623787
Campylobacter sp. 10_1_50	-2.444693552748557	-1.6718971471887656	0.1238066174004695	0.09210029234198647
Cardiobacterium hominis	2.397401539190416	0.08427661251010221	1.4026332117531926	0.4248314945867451
Cardiobacterium valvarum	2.1376605458098696	0.049955006350892006	0.7425575025294444	-0.06885755444856567
Aggregatibacter actinomycetemcomitans	-0.8294837348622046	-0.9286558370691367	-0.3465587280775875	-1.2724491507837374
Aggregatibacter aphrophilus	2.3443684704142855	0.04178246449412626	1.2746845103715083	-0.8705356271097271
Aggregatibacter segnis	2.2302453942138003	0.6405346948999338	-0.15317908749836473	0.13586176921633797
Aggregatibacter sp. oral taxon 458	1.26498974631608	0.2664319161671571	0.06433256640178175	0.2309554367235096
Haemophilus haemolyticus	-1.9919357173603736	0.006644483317749916	1.774048469207111	-0.5066878647634594
Haemophilus influenzae	-2.7907285564106665	-0.07108861614285189	1.550357065341296	-5.829309955341539
Haemophilus parainfluenzae	1.754209590657358	-0.8498971204858847	2.062689623973193	-0.5677841455766766
Haemophilus sp. CCUG 60358	-1.8214611880940161	-2.189269516955001	1.9544443704102656	-2.1410298497507183
Haemophilus sp. HMSC061E01	-1.7388434283894263	-1.5696465711694785	1.9293393708680293	-2.1375723035165874
Haemophilus sp. HMSC068C11	-1.784564959303733	-2.265910838137252	2.0550696469758174	-2.0293513686487286
Haemophilus sp. HMSC073C03	-2.6319851749104224	-5.333534214983565	2.1460331298325688	-2.3450610787698833
Haemophilus sp. HMSC61B11	-1.0582380168598853	-3.1309535245996543	1.9339079476807743	-2.4916308076212017
Haemophilus sp. HMSC71H05	-1.8028869502705298	-1.0013781528574057	1.8500380135987422	-1.6761441380807964
Pseudomonas nitroreducens	-1.9801864497822486	0.6004855443138055	-8.098431625225722	-0.2331507952043621
Vibrio agarivorans	-2.5668215625446997	0.6644305844205789	-7.580513038494764	-0.25778485844822807
Vibrio cyclitrophicus	-3.4293045871418677	-4.642065976152999	2.136329851291004	-5.288289561969957
Vibrio owensii	-2.0566444270771704	0.6195771057504587	-8.03193286881703	-0.16530373702736778
Treponema denticola	1.7240217454272555	1.2767318744558267	0.4431597210381648	-0.09006059925051524
Treponema lecithinolyticum	-1.1862945430439673	0.5850039679902963	2.177188120028796	0.15876020480899022
Treponema maltophilum	1.1434058077174472	1.008109178056138	0.9112384152571673	0.2895748465230854
Treponema medium	0.6089356071788119	1.0588557381528787	0.5869869507764012	0.20790602256564306
Treponema pedis	-2.9278368823689185	0.49629434536876005	-7.231289901592908	-1.5660395772287456
Treponema putidum	0.19768453906357752	0.29117509316386503	-1.0587572239424565	-0.6650181562730868
Treponema socranskii	1.9817441232043551	0.7745505232709817	0.608226469895663	0.1742961852720173
Treponema vincentii	0.6812269813853549	0.584245618094819	-0.43261662946003376	0.4896799771955411
Treponema sp. OMZ 838	0.7664971477824496	0.9146939177411966	0.4994416750882298	0.2176478355100553
Actinobaculum sp. oral taxon 183	3.1502137906390475	0.5810672153133325	0.6357853032563359	0.30069036771563606
Actinomyces bouchesdurhonensis	-2.536898123518821	1.2407747764486246	0.5636101879094273	0.7038413732221525
Actinomyces dentalis	4.541495693429117	0.2292397577661447	0.3357550121758601	-0.08021651591154022
Actinomyces gerencseriae	3.162380111916666	-0.6100215654474326	-0.24228385911243944	-0.2688670457431872
Actinomyces israelii	3.2803152329760836	0.1898311484950952	0.40382542385798903	-0.18252073238583488
Actinomyces johnsonii	1.731914532883768	0.4125261489647798	0.30938102974635573	0.09376016248969155
Actinomyces massiliensis	2.4938465781050967	0.5910819579261712	1.3147668458436153	0.9445842354467304
Actinomyces naeslundii	3.044146639807825	0.06119551848353666	0.6417691625569484	0.18937784423140602
Actinomyces oris	3.45460338662446	-0.029722247610671104	1.5226358987305781	0.36810372759608345
Actinomyces radicidentis	-0.584517704741355	1.2183976430791787	0.9936481259678036	0.2060572205951603
Actinomyces ruminicola	-0.915128695265647	0.9287545938390664	1.0097050137732646	0.11495687057284432
Actinomyces slackii	-1.6963462703388892	1.1043626327413492	0.8660533420656353	0.14894857992438393
Actinomyces timonensis	0.08586670230210292	0.06561350416125578	-0.000516929485973705	0.6461691706350239
Actinomyces urogenitalis	-1.2258109920185767	1.2321146983999185	1.164488665005984	0.1772389559915455
Actinomyces viscosus	1.0123798973399447	-0.257049832831008	1.1083082474682957	0.21210367967394905
Actinomyces sp. HMSC035G02	-0.6883017890614234	0.1902929801839761	0.7878630004738003	0.18963797380236702
Actinomyces sp. HMSC075C01	0.08361483882248866	0.17323919724406522	1.1552297539923817	0.23246009637621956
Actinomyces sp. HMSC08A09	1.0216965801554965	-0.47123930264530856	1.1537291474555165	0.1274366675784977
Actinomyces sp. HPA0247	0.23586107562363612	0.7600700814622812	-0.6377802275206417	0.14588272561339544
Actinomyces sp. oral taxon 170	2.5869105956989573	-0.2440026741128989	0.6534566499207646	-0.2353068889209835
Actinomyces sp. oral taxon 171	1.728157950146799	0.010433222760575234	1.5509017325852534	-0.3532040269205181
Actinomyces sp. oral taxon 172	-1.2075164191883765	1.3623656291860513	0.05643501057368727	0.8078543989828022
Actinomyces sp. oral taxon 178	-0.49643348385512454	0.4408138130206041	-1.2581310652281612	0.38512982417849617
Actinomyces sp. oral taxon 180	-0.2984311454456998	-1.5834338407617636	-1.15794614777821	-1.0220216662714083
Actinomyces sp. oral taxon 414	4.355154169304972	0.36515639688553136	-0.5385885618712285	-0.05694117593558712
Actinomyces sp. oral taxon 448	1.9181307680445956	-0.3764244656663962	1.4254114843819758	0.5425140707662504
Actinomyces sp. oral taxon 848	2.631364656193857	-0.4343008737665244	-1.120420970776257	0.3875353782346638
Actinomyces sp. oral taxon 849	0.6432968504267977	0.4148405749696664	0.19004680886012526	0.18334639062193947
Actinomyces sp. oral taxon 877	1.005792272790079	0.3576432239610128	-0.9567478083159298	0.34254796792773323
Schaalia cardiffensis	1.5588691360789584	0.6289194483655862	0.2536029435609013	-0.46161831925602836
Schaalia georgiae	-0.329904543654318	0.19752233814181608	0.7927087984893939	0.3802495746782215
Schaalia odontolytica	2.2502460903960513	-0.40630129386006075	1.2780746139500758	-0.32082627723904533
Bifidobacterium dentium	-1.3762578838032447	1.8488611240285806	0.021735928199114518	1.7493994085958393
Corynebacterium argentoratense	-1.7116451137226782	0.613340165128129	-0.0049957417036869955	0.4044423251321705
Corynebacterium diphtheriae	-3.1634588115376197	0.9633711833852701	-0.819878258564648	-0.4216775150129406
Corynebacterium durum	2.802003098233347	-0.11823127080021578	1.0643197066996715	-0.20294211815091057
Corynebacterium matruchotii	5.883337748749857	0.07937776636065763	-0.17391590104359178	-0.09241999695988579
Mycobacterium leprae	-1.8462610118550025	0.7870087284940652	-0.9276739738966793	-0.1378735006877978
Cellulomonas flavigena	-0.3033134811085416	-0.0429758470159598	-0.7049016140486577	0.006778761642256548
Kytococcus sedentarius	0.27218366931260096	-0.33625594187794405	-0.4767941616560796	-0.24496540437432124
Rothia aeria	2.446597082121973	-0.3668758015733786	1.8538634993050715	0.3667397945096882
Rothia dentocariosa	0.9467377788859652	-0.5588786940675803	1.9639035083268306	0.15286914994029122
Rothia sp. HMSC036D11	0.5211830265361117	-1.0261831026178427	1.9680144406769902	-0.23039907227250023
Rothia sp. HMSC058E10	-0.7398798339527808	-0.3126097660165854	1.7780019260857722	0.218675956027786
Rothia sp. HMSC064D08	0.07109762500107752	-0.4152772169214316	1.7055095650170475	0.35395489622859166
Rothia sp. HMSC065D02	-0.8057169788044654	-0.6230100731950827	1.9820181943390995	0.19190727164057808
Rothia sp. HMSC065G12	-1.0641984813374243	-0.5662846903902121	1.865078947684589	0.17854484905509072
Rothia sp. HMSC067H10	-0.5372440688770972	-0.7833991985422202	2.080612383029285	0.1637661605050953
Rothia sp. HMSC069C01	-0.6180755965870581	-0.7860192995172568	2.0423090077851436	0.07258014370707588
Rothia sp. HMSC071F11	-0.6837236755055152	-0.6470925550561972	1.8745863653634212	0.23867334415225194
Rothia sp. HMSC08A08	-1.1263446681660376	-0.8119355182748862	1.8852993465874812	0.1481689958742054
Xylanimonas cellulosilytica	-0.6960534923237525	0.12480632554473203	0.9881699748252064	0.039226241307535936
Sanguibacter keddieii	-0.7657525413197241	0.4533593763011865	0.5655496634457728	0.27379162599352913
Propionibacterium australiense	-0.1252734534901334	-2.6621265153986045	-9.743080177166636	-0.7322343737909396
Propionibacterium sp. oral taxon 192	2.8183061457711505	-1.06679341603337	-3.7609486959959844	-1.0003670604059298
Pseudopropionibacterium propionicum	4.973479760392313	0.5147522051233224	-0.357259907581982	-0.01017085473032786
Tessaracoccus flavescens	-2.9739560954731665	0.7852841575044565	-0.5243291042830318	0.4599334447553547
Tessaracoccus flavus	-3.8255610339802466	1.2185672182935647	0.3681566931222102	1.1784332840612324
Tessaracoccus sp. T2.5-30	-3.0328202121418677	0.7858583588499002	-0.13695768342274128	1.1048158257177265
Streptomyces turgidiscabies	-1.933695303694602	0.8514139313596658	-3.433121242382703	-0.029672788558325003
Atopobium parvulum	-1.298293577925559	1.3328269381421975	-0.016407110550579418	0.7558224647214802
Atopobium rimae	-3.1249952190083228	-4.913341019640548	1.0613612748597285	0.6366076915433805
Atopobium sp. oral taxon 810	-1.328643547789449	0.6884015459913186	0.6509493507359645	0.4114492087533863
Olsenella uli	0.6976101524668978	0.10253458808841032	1.6785505629990718	-0.49129070351811244
Olsenella sp. oral taxon 807	3.205875826581125	0.7483260888952188	0.6002678789113194	0.475279196994582
Cryptobacterium curtum	-3.1844305865925513	2.9293492097753453	-6.9780040167357305	2.12627290179042
Slackia exigua	-0.8389389388722144	0.3234065469700269	1.4724625565026432	-0.3055782468149264
Anaerolineaceae bacterium oral taxon 439	1.7294826037722872	1.368682291020768	1.9236657239411503	0.23329786946086095
Bacillus paralicheniformis	-2.7751107089680396	0.8981469530958108	0.46289890184146376	-0.28765966008397026
Gemella morbillorum	1.3870556480723666	0.3180221539336614	0.26304515375834914	-0.22790238271447016
Abiotrophia defectiva	1.853155804379587	-0.05258396674214083	0.45381798519832106	-0.10726058493348045
Abiotrophia sp. HMSC24B09	1.8275224096614169	-0.020712469111067833	0.7733325578187138	-0.4583271891901104
Granulicatella adiacens	-0.26620601345717443	-0.4039892892938681	0.5193817831490657	-0.4352893085310061
Granulicatella sp. 572.rep1_STHE	-0.6744565837544165	-0.45534763146458346	0.7501542188141972	-0.4900570363828747
Granulicatella sp. HMSC30F09	-0.5471756332081519	-0.5258270840745993	0.6961380310271403	-0.5134096295663921
Granulicatella sp. HMSC31F03	-0.9527139537495337	-0.5567418079477378	0.9491845957849652	-0.5483175666162579
Streptococcus anginosus	-0.6073217265766822	0.7900470454591684	-0.3660605333830693	0.5688051431348713
Streptococcus constellatus	-2.7732348315876685	0.6261412758726053	-7.335453071453748	0.3851427881887348
Streptococcus intermedius	-0.9638211600941364	0.31670299883665365	1.8828453637574345	-0.14633175740929527
Streptococcus cristatus	2.7945871628361987	0.1583735306161813	-0.662739553311047	-0.14535432319136454
Streptococcus gordonii	1.3273623115855502	0.12214394997538847	1.2042487479661128	0.14595167328623848
Streptococcus infantis	-1.1715669505757056	-1.0505075197321005	1.3330822802994868	-0.8177133352586834
Streptococcus massiliensis	-3.1046161525410376	0.7664837200540475	-0.09696463570850788	0.13931271423606084
Streptococcus mitis	-0.3387696616810514	0.31319444592775625	1.89932205452663	0.06502902497557805
Streptococcus mutans	3.6079182154971408	-3.8329925279718466	-1.5306430243040898	-1.23706425736638
Streptococcus oralis	2.6274096654269146	0.23027425598086637	0.9150603888005495	0.19637894620207952
Streptococcus parasanguinis	-1.2541699283283911	-0.12552264739094454	0.5777769602749974	0.11347648491171913
Streptococcus pneumoniae	-1.120392071501609	0.5252539027828149	1.2426048733208797	0.19340629865435766
Streptococcus pseudopneumoniae	-0.6602129810017292	0.3630145330211505	1.6157837726090571	0.24783004810122566
Streptococcus salivarius	-0.451200472609397	-0.009983662853819908	1.2741899408314845	-0.27537274370881004
Streptococcus sanguinis	3.5586697585421847	0.04614254425944608	1.5366429306481502	-0.22626467059346123
Streptococcus sp. 263_SSPC	-1.5768346660298072	0.8947486538785867	1.1315517790530354	0.0037623307576577503
Streptococcus sp. 2_1_36FAA	-1.1253163688343726	-0.07756251503048617	1.2123438633893153	0.13728646923808263
Streptococcus sp. C300	-1.5630912654560767	-0.03698778558788973	1.8186833478425166	-0.18757504235001488
Streptococcus sp. DD04	2.029224229558115	1.196159567345994	-1.867203273632703	0.2695636003187092
Streptococcus sp. F0441	-1.0602884166401587	0.3172440227466993	0.5290272451851994	0.014833368258753588
Streptococcus sp. HMSC062B01	-1.647552954451438	-0.2080948095422812	1.228158942601504	-0.006798245115001933
Streptococcus sp. HMSC062D07	-1.7046518199604712	-2.4685442190271445	1.392534933230701	-1.7769891173669903
Streptococcus sp. HMSC062H02	-2.039065348402854	-2.1132564287286826	2.0365926839326045	-0.6561377198526461
Streptococcus sp. HMSC066F01	-2.1062245242756568	-1.038801644335372	2.011562547824206	0.0053985006084831255
